#OTU ID	T589.T2	T586.T2	T602.T2	T596.T2	T603.T2	T583.T2	T601.T2	T592.T2	T576.T2	T600.T2	T590.T2	T577.T2	T599.T2	T570.T2	T578.T2	T598.T2	T595.T2	T571.T2	T580.T2	T574.T2	T585.T2	T594.T2	T588.T2	T582.T2	T581.T2	T584.T2	T575.T2	T591.T2	T597.T2	T573.T2	T593.T2	T572.T2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	0.406670667924203	0.301906503003396	0.535558706018814	0.505836844650132	0.547956002588083	0.395515538266532	0.261964322329299	0.485085574572125	0.338672016312036	0.457393267887556	0.296519948340257	0.135174646269514	0.187695555471783	0.340723067236638	0.303189280996415	0.462299788455724	0.474341557474032	0.285954712362301	0.372809055201249	0.513477088948785	0.118805647989927	0.683827118771353	0.385676079330347	0.162364304641422	0.117795586782304	0.274382009277201	0.40294480771869	0.234346224677718	0.398050185564724	0.487667243105487	0.435727677525195	0.445405581850823
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas	0	0	0	0	0	0	8.20176337912651E-05	0	0	7.65447691218402E-05	0	0	7.53948806876013E-05	9.94134605825629E-05	0.000113228911115	0.000188878815352	0	0	0	9.40262019682818E-05	0	0	0	0	5.48907673729279E-05	0	4.57268279299465E-05	0	0	4.55083280240284E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter	0.000257223698877	8.70549316618787E-05	5.15530351849465E-05	0.000345375423085	7.05840832892183E-05	0.000874164080598	0.000287061718269	0.000977995110024	0.000131548656559	1.913619228046E-05	3.49052322943209E-05	5.22111418576724E-05	0.007803370151167	0.000298240381748	0.000188714851859	7.5551526140828E-05	0	0.004207466340269	0.001055877011446	3.13420673227606E-05	0.002698084360104	7.51004468476588E-05	0.000104199228926	0.00162407043337	0.00318366450763	0	0.002286341396497	5.75506445672192E-05	0.000166177366643	0	0.00333958284509	0.000163212012404
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__CF231	0.173197290577039	0.236876469051972	0.151217940456244	0.218070042135802	0.102429268866537	0.141439748240745	0.149340441528262	0.185275740287965	0.153550169368895	0.202747957211474	0.132849314112185	0.084947527802433	0.037358163380707	0.209894953109984	0.161388941309681	0.238365064974312	0.22989613918226	0.126988984088127	0.016302741056722	0.156835704883094	0.084809785052613	0.032593593931884	0.142301413636206	0.035729549534148	0.028982325172906	0.163995067817509	0.110247382139101	0.153027163904236	0.154821913255415	0.095977063802676	0.053316147176002	0.095696643272945
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__	0.000342964931836	0.001131714111604	0.000373759505091	0.000138150169234	0.000411740485854	0.000349665632239	0.00247419861937	0.000380331431676	0.000657743282797	0.000172225730524	0.004537680198262	0.003028246227745	0.002224148980284	0.000364516022136	0.000339686733346	0.000793291024479	0.000175292519392	0.000535495716034	0.000886936689614	0	0.000719489162694	0.000413052457662	6.94661526171373E-05	0.003119924779896	0.009221648918652	0.000411015207563	0.001326078009968	0.000863259668508	0.00022156982219	0.001319741512697	0.001171783454418	0.000598444045482
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum	0.067478350338678	0.002263428223209	0.002203892254156	0.006009532361677	0.012211046409035	0.009266139254338	0.025903902672408	0.002553653898397	0.005755253724471	0.001224716305949	0.009633844113233	0.050801441027515	0.018509443208806	0.002651025615535	0.054312134364975	0.00271985494107	0.001621455804374	0.04031517747858	0.046331883262238	0.002099918510625	0.061426387265042	0.001126506702715	0.005279427598902	0.069706812548081	0.103194642661104	0.027831601197816	0.061045315286479	0.043911141804788	0.039605605716502	0.005278966050787	0.003515350363253	0.028670910178989
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.000171482465918	0.000261164794986	0.000618636422219	0.000552600676936	0.000411740485854	0.001136413304777	0.000492105802748	0.001358326541701	0.000953727760055	0.000306179076487	0.000174526161472	0.001305278546442	7.53948806876013E-05	0.000662756403884	0.000717116437064	0.000415533393775	0.000525877558175	0.000229498164015	0.000168940321831	0.000532815144487	0.000359744581347	0.000751004468477	0.000382063839394	0.00025643217369	5.48907673729279E-05	0.000469731665786	4.57268279299465E-05	0.000287753222836	0.000276962277738	0.000591608264312	0.002695101945161	0.000163212012404
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.004372802880905	0.046052058849134	0.01797912102075	0.009739586930994	0.010822892771014	0.11377245508982	0.010935684505502	0.069980983428416	0.039135725326405	0.013165700288957	0.0141366190792	0.012217407194695	0.003241979869567	0.062100275043908	0.025967163615777	0.00543970988214	0.074849905780271	0.024709302325581	0.029353380918191	0.034946405064878	0.014479719399227	0.032368292591341	0.03518460630058	0.033635353449013	0.026402459106378	0.080911279431625	0.001874799945128	0.034818139963168	0.007588766410015	0.011923181942296	0.137040074994141	0.003971492301833
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0	0	1.28882587962366E-05	0	0	0	1.36696056318775E-05	0	0	0	3.49052322943209E-05	0	3.76974403438007E-05	0	0	7.5551526140828E-05	0	7.6499388004896E-05	4.22350804578283E-05	3.13420673227606E-05	8.99361453368109E-05	3.75502234238294E-05	0	0	0	0	0	0	0	4.55083280240284E-05	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter	0.00557318014233	0.000435274658309	0	0.00227947779236	0	4.37082040298964E-05	0	0	3.28871641398362E-05	0	3.49052322943209E-05	0	0	3.31378201941876E-05	0.00192489148896	0	0.000306761908936	0	4.22350804578283E-05	0	0.000179872290674	0.000675904021629	0.006008822201382	4.27386956150098E-05	0	5.871645822324E-05	9.1453655859893E-05	0.000115101289134	0.004486788899352	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other	0.010374689188031	0.000261164794986	0.002925634746746	0.003591904400083	0.004799717663667	0.000655623060448	0.002515207436265	0.00027166530834	3.28871641398362E-05	0.0016648487284	0.007853677266222	0	0.000150789761375	9.94134605825629E-05	0.017173051519155	0.001208824418253	0.000832639467111	0.000229498164015	4.22350804578283E-05	0.00238199711653	0	0	0.006113021430308	0.001410376955295	0.000164672302119	0.012800187892666	0.00032008779551	0.003280386740332	0.019553536808287	0.000182033312096	0.000117178345442	0.006854904520973
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	0.154162736860156	0.11308435622878	0.088851656141256	0.09580714236375	0.112840421151697	0.083570086105162	0.237454719431344	0.070306981798424	0.094188838096491	0.106205867156553	0.261998673601173	0.356654310029759	0.508349983036153	0.104417271431885	0.150443479901868	0.091908431550318	0.074718436390727	0.240131578947368	0.333065844490433	0.044317683194384	0.288065473513805	0.047576133077992	0.101559515126255	0.407342507906657	0.490174552640245	0.152251776172861	0.197631350313229	0.326427255985267	0.184512269428904	0.130017293164649	0.109327396297164	0.146673195147163
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	8.574123295893E-05	8.70549316618787E-05	0.000154659105555	0.000276300338468	0.000105876124934	4.37082040298964E-05	0.000205044084478	0.000108666123336	0.000131548656559	0.000229634307366	0.000104715696883	0.000156633425573	0	0.000231964741359	0.000301943762974	7.5551526140828E-05	8.76462596958675E-05	0.000229498164015	4.22350804578283E-05	9.40262019682818E-05	0.000359744581347	0	0.000104199228926	8.54773912300197E-05	0.000219563069492	5.871645822324E-05	0.00022863413965	5.75506445672192E-05	5.53924555475544E-05	0.000136524984072	0.000351535036325	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella	0	8.70549316618787E-05	1.28882587962366E-05	0	1.17640138815364E-05	0	0	0	0	7.65447691218402E-05	0	0	0	0	0	0	4.38231298479337E-05	0	0	0	0	3.75502234238294E-05	0	4.27386956150098E-05	0	0	0	0	0	0.000182033312096	5.85891727208812E-05	0.000108808008269
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	0	0	5.15530351849465E-05	0.000138150169234	7.05840832892183E-05	0	6.83480281593876E-05	0	9.86614924195087E-05	7.65447691218402E-05	6.98104645886418E-05	0	3.76974403438007E-05	9.94134605825629E-05	0.000113228911115	0	8.76462596958675E-05	0.000229498164015	8.44701609156565E-05	0.000125368269291	0	3.75502234238294E-05	3.47330763085687E-05	4.27386956150098E-05	0	0.000117432916446	0	0	0	0	0.000175767518163	0.000163212012404
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Candidatus Arthromitus	0	0.000174109863324	0.00030931821111	0.000138150169234	0.000117640138815	0.000437082040299	0.000136696056319	0	0	0.000153089538244	6.98104645886418E-05	5.22111418576724E-05	7.53948806876013E-05	0.00039765384233	7.54859407435365E-05	0	8.76462596958675E-05	0.00030599755202	0.000126705241373	0.000877577885037	0	0.000262851563967	0.00048626306832	8.54773912300197E-05	0.000109781534746	0.000117432916446	0.00013718048379	0	0.000387747188833	0.000364066624192	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0	0	2.57765175924733E-05	6.90750846169787E-05	2.35280277630728E-05	0	4.10088168956326E-05	0	9.86614924195087E-05	1.913619228046E-05	0.000279241858355	0	3.76974403438007E-05	0	0	3.7775763070414E-05	4.38231298479337E-05	0	0	0	0	0	0	0	0	0	0	0.000287753222836	0	0.000136524984072	0.000175767518163	0.000163212012404
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium	0	0.000348219726648	0.000219100399536	0.000345375423085	0.000341156402565	0.00017483281612	0.000615132253434	0.000325998370008	0.000230210148979	0.00040186003789	0.00104715696883	0.000939800553438	0.000678553926188	0.00039765384233	0.000754859407435	0.000377757630704	0.000262938779088	0.001147490820073	0.000295645563205	0.000376104807873	0.00395719039482	0.000262851563967	0.000520996144629	0.00102572869476	0.000988033812713	0.000469731665786	0.000868809730669	0.000517955801105	0.000609317011023	0.001001183216529	0.000468713381767	0.000652848049616
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	0.000342964931836	0.000348219726648	0.001314602397216	0.000967051184638	0.0022939827069	0.000393373836269	0.001667691887089	0.000977995110024	0.001743019699411	0.000440132422451	0.002233934866837	0.001044222837153	0.000904738568251	0.00102727242602	0.014682015474618	0.001019945602901	0.000175292519392	0.010403916768666	0.002322929425181	0.002068576443302	0.008274125370987	0.001051406255867	0.00048626306832	0.004957688691341	0.006257547480514	0.00217250895426	0.004984224244364	0.001553867403315	0.001938735944164	0.001319741512697	0.000703070072651	0.001577716119906
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	0.05367401183229	0.007660833986245	0.025544528934141	0.016785245561926	0.046361978707135	0.022160059443158	0.075305857426013	0.011355609888617	0.029729996382412	0.01578735863138	0.042270236308423	0.084268782958283	0.113356203113809	0.01796069854525	0.056425740705794	0.021078875793291	0.005697006880231	0.082925336597307	0.05114668243443	0.01623519087319	0.124471625146146	0.021403627351583	0.039422041610226	0.082998546884349	0.076353057415743	0.043978627209207	0.023549316383923	0.043680939226519	0.034897246994959	0.030854646400291	0.025134755097258	0.035417006691693
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	8.574123295893E-05	0.00278575781318	0.001830132749066	0.00227947779236	0.000447032527498	8.74164080597928E-05	0.001667691887089	5.4333061668025E-05	0.029170914592035	0.000975945806303	0.000314147090649	0.000104422283715	0.002450333622347	0.00490439738874	3.77429703717683E-05	7.5551526140828E-05	0.000175292519392	0.000229498164015	0.000168940321831	6.26841346455212E-05	0.00818418922565	0.000225301340543	0.000173665381543	0.001581331737755	0.00186628609068	0.002700957078269	0.005532946179524	0.001841620626151	0.00022156982219	0.002502958041322	0.007265057417389	0.006909308525107
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	8.574123295893E-05	8.70549316618787E-05	7.73295527774198E-05	0	2.35280277630728E-05	0	0.000123026450687	5.4333061668025E-05	0	0.000172225730524	6.98104645886418E-05	0	0	3.31378201941876E-05	0	3.7775763070414E-05	0	0	4.22350804578283E-05	6.26841346455212E-05	0	0	0.000104199228926	0	5.48907673729279E-05	0	9.1453655859893E-05	5.75506445672192E-05	0	0.000136524984072	5.85891727208812E-05	0.000272020020674
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	0.002486495755809	0.000522329589971	0.000927954633329	0.00138150169234	0.001246985471443	0.001442370732987	0.001790718337776	0.001032328171692	0.000591968954517	0.001301261075071	0.00129149359489	0.002453923667311	0.002035661778565	0.000994134605826	0.0032081524816	0.001359927470535	0.00021911564924	0.001147490820073	0.001900578620602	0.000376104807873	0.001528914470726	0.001126506702715	0.001389323052343	0.00128216086845	0.000823361510594	0.001467911455581	0.001829073117198	0.00143876611418	0.003434332243948	0.001547283152817	0.000410124209046	0.00184973614058
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	0.000171482465918	0.000174109863324	0.000115994329166	0.000207225253851	0.000211752249868	0.00017483281612	0.000369079352061	0.000108666123336	0.002170552833229	0.000153089538244	0.000872630807358	0.000730955986007	0.000150789761375	0.000364516022136	0.000415172674089	0.000188878815352	4.38231298479337E-05	7.6499388004896E-05	0.00059129112641	0.000125368269291	0.000719489162694	7.51004468476588E-05	0.000138932305234	0.00068381912984	0.000658689208475	0.000528448124009	0.000548721935159	0.000402854511971	0.000609317011023	0.000819149904433	0.000234356690884	0.000435232033078
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0	8.70549316618787E-05	0	0	0.000105876124934	0	0	0	0	0	6.98104645886418E-05	0	0	3.31378201941876E-05	3.77429703717683E-05	0.000264430341493	0	0.000611995104039	0	3.13420673227606E-05	0	0	0	0.00034190956492	0	0	0	0	0	0	0	0.000108808008269
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	0.002743719454686	0.005658570558022	0.001714138419899	0.004282655246253	0.002082230457032	0.001617203549106	0.009363679857836	0.002010323281717	0.00812312954254	0.006965573990087	0.007888582498517	0.006839659583355	0.005616918611226	0.002385923053982	0.006152104170598	0.003475370202478	0.000744993207415	0.007420440636475	0.003927862482578	0.001692471635429	0.004586743412177	0.005181930832488	0.002118717654823	0.004402085648346	0.005159732133055	0.004521167283189	0.027253189446248	0.004316298342541	0.004209826621614	0.006143624283244	0.002519334426998	0.01098960883521
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	0	0	0	6.90750846169787E-05	2.35280277630728E-05	4.37082040298964E-05	9.56872394231426E-05	0	6.57743282796725E-05	1.913619228046E-05	6.98104645886418E-05	5.22111418576724E-05	3.76974403438007E-05	3.31378201941876E-05	0	3.7775763070414E-05	0	0	4.22350804578283E-05	3.13420673227606E-05	0.000179872290674	0	6.94661526171373E-05	8.54773912300197E-05	5.48907673729279E-05	0	9.1453655859893E-05	0	0.000110784911095	0	0	0.000108808008269
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4	8.574123295893E-05	0	5.15530351849465E-05	0	2.35280277630728E-05	0	2.7339211263755E-05	0	0	9.56809614023002E-05	6.98104645886418E-05	0	0	0	7.54859407435365E-05	3.7775763070414E-05	8.76462596958675E-05	0	0	0	0.000179872290674	0	3.47330763085687E-05	0	0	0	4.57268279299465E-05	0.000172651933702	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other	0	0	1.28882587962366E-05	0	1.17640138815364E-05	0	2.7339211263755E-05	0	0	0	0	0	0	0	7.54859407435365E-05	0	0	7.6499388004896E-05	0.000126705241373	3.13420673227606E-05	0	0	0	0	0.000109781534746	5.871645822324E-05	0	5.75506445672192E-05	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	0.011918031381291	0.00835727343954	0.009537311509215	0.007874559646336	0.010587612493383	0.022815682503606	0.012138609801107	0.006954631893507	0.004834413128556	0.007176072105173	0.014730008028204	0.00830157155537	0.011120744901421	0.007820525565828	0.023664842423099	0.004193109700816	0.007975809632324	0.012392900856793	0.012332643493686	0.005202783175578	0.03498516053602	0.00450602681086	0.009377930603314	0.017010000854774	0.012734658030519	0.019787446421232	0.01723901412959	0.00828729281768	0.013681936520246	0.010967507053791	0.003632528708695	0.013655405037811
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	0.014918974534854	0.010881866457735	0.008506250805516	0.007529184223251	0.010669960590554	0.009222431050308	0.019793588954959	0.005759304536811	0.009109744466735	0.010601450523375	0.035184474152676	0.037592022137524	0.023560900214876	0.007190906982139	0.015889790526515	0.007064067694167	0.005609360620536	0.024173806609547	0.027157156734384	0.003416285338181	0.039841712384207	0.004768878374826	0.012503907471085	0.028122061714677	0.036667032605116	0.025835241618226	0.029036535735516	0.010531767955801	0.021326095385809	0.01547283152817	0.008554019217249	0.023339317773788
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	0.006259110006002	0.004526856446418	0.006534347209692	0.003108378807764	0.00888183048056	0.006425105992395	0.004633996309206	0.00331431676175	0.002137665669089	0.004669230916432	0.015777164997033	0.005325536469483	0.003958231236099	0.003976538423303	0.007359879222495	0.002530976125718	0.002278802752093	0.007726438188495	0.003294336275711	0.001974550241334	0.009083550679018	0.001088956479291	0.00559202528568	0.005769723908026	0.005873312108903	0.007222124361459	0.011157346014907	0.00414364640884	0.010026034454107	0.005961590971148	0.000937426763534	0.006637288504434
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__	8.574123295893E-05	0.000174109863324	0.000154659105555	0.000138150169234	7.05840832892183E-05	8.74164080597928E-05	0.000164035267583	5.4333061668025E-05	6.57743282796725E-05	5.74085768413801E-05	0.000139620929177	5.22111418576724E-05	3.76974403438007E-05	6.62756403883752E-05	0.000188714851859	3.7775763070414E-05	0	0	8.44701609156565E-05	3.13420673227606E-05	0	0.000112650670271	0.000138932305234	0.000213693478075	0.000109781534746	0.000117432916446	9.1453655859893E-05	0	5.53924555475544E-05	4.55083280240284E-05	0	0.000217616016539
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	8.574123295893E-05	8.70549316618787E-05	6.44412939811832E-05	6.90750846169787E-05	3.52920416446091E-05	0.000262249224179	5.46784225275101E-05	0.000108666123336	0.00197322984839	3.82723845609201E-05	0.000104715696883	0.007361771001932	0.000452369284126	0.000265102561554	0	0.000113327289211	0	0.00015299877601	0.000760231448241	6.26841346455212E-05	0.000179872290674	0.00048815290451	0.000173665381543	0.001068467390375	0.001756504555934	5.871645822324E-05	0.00013718048379	0	5.53924555475544E-05	0.000273049968144	0.001581907663464	0.000652848049616
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum	0.00077167109663	0.016714546879081	0.008364479958758	0.012847965738758	0.008258337744839	0.004458236811049	0.005440503041487	0.006791632708503	0.000855066267636	0.022848613582869	0.004782016824322	0.000365477993004	0.004222113318506	0.012559233853597	0.009209284770711	0.012314898760955	0.002410272141636	0.004283965728274	0.000760231448241	0.013665141352724	0.001618850616063	0.00754759490819	0.001354589976034	0.001752286520215	0.00038423537161	0.014972696846926	0.010288536284238	0.010992173112339	0.004209826621614	0.021070355875125	0.007089289899227	0.045862575485556
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	0	8.70549316618787E-05	3.86647763887099E-05	0	3.52920416446091E-05	4.37082040298964E-05	9.56872394231426E-05	0	0.005919689545171	0.001109899152267	6.98104645886418E-05	0.000104422283715	3.76974403438007E-05	0.000497067302913	0	0.000453309156845	8.76462596958675E-05	0.00015299877601	0	0	8.99361453368109E-05	0.000112650670271	3.47330763085687E-05	4.27386956150098E-05	5.48907673729279E-05	5.871645822324E-05	0	0.000230202578269	5.53924555475544E-05	9.10166560480568E-05	5.85891727208812E-05	5.44040041347043E-05
