Sample,Treat,β-Hyodeoxycholic acid.7,γ-Muricholic acid.13,Chenodeoxycholic acid,Cholic acid.7,Cholic acid methyl ester,Cholic acid methyl ester.2,12-Ketodeoxycholic acid (NIST14).2,3β-Hydroxy-5-cholenoic acid (NIST14).1,3β-Hydroxy-5-cholenoic acid (NIST14).4,Cholic acid (NIST14).14,Cholic acid (NIST14).17,Cholic acid (NIST14).19,Lithocholic acid (NIST14),Tauroursodeoxycholic acid (NIST14).1,Taurocholic acid.1,Ursocholic acid.3,Pseudobutyrivibrio_ruminis,Parabacteroides_goldsteinii,Lactobacillus_reuteri,Lactobacillus_murinus,Lactobacillus_johnsonii,Lactobacillus_gasseri,Lactobacillus_animalis,Akkermansia_muciniphila,Paenibacillus_sp._IHB_B_3084,Corynebacterium_uterequi,Borrelia_anserina,Candidatus_Arthromitus_sp._SFB-mouse-NL,Candidatus_Arthromitus_sp._SFB-mouse,Entomoplasma_freundtii,Bifidobacterium_pseudolongum
T5_581,Letrozole,3.8198318808690876,-0.2566124796554323,2.171927687607191,-0.2566124796554323,-0.2566124796554323,-0.2566124796554323,5.61983030206258,5.807836465166036,-0.2566124796554323,-0.2566124796554323,-0.2566124796554323,-0.2566124796554323,2.0454872569737255,2.3891045667054787,-0.2566124796554323,-0.2566124796554323,-4.712200660743789,-2.998402732985446,3.223154139660038,-1.3518252736018894,0.8108589784821545,-0.1452516875758958,-2.3466407685883555,2.3953886001169336,-0.6788453701481183,-1.1582821920639699,-2.840398483842198,-4.712200660743789,-3.7761073015734548,-3.5970590701244687,2.599919120902479
T5_582,Letrozole,-0.523989798602992,-0.523989798602992,-0.523989798602992,-0.523989798602992,4.623907044429212,-0.523989798602992,5.2236160415285955,5.200087443233742,-0.523989798602992,-0.523989798602992,-0.523989798602992,-0.523989798602992,-0.523989798602992,-0.523989798602992,-0.523989798602992,-0.523989798602992,-5.073037046104305,-2.187728590164686,3.3711356934816696,-1.6478864234196555,0.7149751625796501,0.16195318649245838,-3.0050242002480916,3.240681522517048,-0.20760270142583792,-0.8916811068925732,-2.1676274108435996,-0.8129212730319262,-0.6293168424250828,-2.5656575404642448,3.4639944225965307
T5_583,Letrozole,-0.591952249393259,-0.591952249393259,-0.591952249393259,-0.591952249393259,3.3114684034894317,0.9777794022586868,5.428551319508691,4.601450930303279,4.246376064499767,-0.591952249393259,-0.591952249393259,-0.591952249393259,-0.591952249393259,-0.591952249393259,-0.591952249393259,-0.591952249393259,-5.781185803138288,-2.396795539792513,1.0548049096145382,-2.347198598653141,0.12417604491628254,-0.15087048036395956,-3.406280048564617,4.336576085242985,-0.5447438403083389,-0.23894234609351273,-2.0026941903346644,-0.5621822433099766,-0.4024411874776366,-2.3634591195249213,2.6270849810537626
T5_584,Letrozole,-0.8146962048376798,-0.8146962048376798,-0.8146962048376798,3.1381700427232566,1.873935384872098,0.19754207341919106,4.909928353299433,4.078611572895156,3.446520700084247,-0.8146962048376798,2.8240366235160415,-0.8146962048376798,1.0616075443891315,-0.8146962048376798,-0.8146962048376798,4.1213464377394935,-2.3052221937688158,-3.1646047933710912,2.9793068556393654,-2.007456002250408,0.3034555335201903,-0.32577520990358266,-3.1970400691242444,1.13181180306238,-0.23142719447718996,-1.175565283418746,-2.520513769800341,-5.7619894265857825,-4.8175278177449306,-2.9121090300443546,4.055831299193255
T5_585,Letrozole,-0.42297834605196005,-0.42297834605196005,-0.42297834605196005,-0.42297834605196005,-0.42297834605196005,-0.42297834605196005,5.852889121639645,5.2473105674239235,-0.42297834605196005,-0.42297834605196005,2.381896287700396,-0.42297834605196005,-0.42297834605196005,-0.42297834605196005,-0.42297834605196005,-0.42297834605196005,0.3061683875899224,-3.2401595225401074,3.7183160295413784,-3.011317950111261,1.1892958057048846,0.6346065545322794,-4.716066042349686,1.372411778928294,2.084521533438921,-1.005547413132268,-0.27636029608912605,-4.849597434974209,-2.0593091356350257,-0.4533861653083697,2.323046392315953
T5_586,Letrozole,2.9464801935003733,-0.6897894717662574,-0.6897894717662574,2.6561450084543172,1.7843590164440783,-0.6897894717662574,4.836899738223885,4.798623609906506,2.541068075912217,-0.6897894717662574,-0.6897894717662574,-0.6897894717662574,0.977368043003148,-0.6897894717662574,-0.6897894717662574,-0.6897894717662574,-5.330274921386234,-3.7898298804390844,3.417183071611834,-1.8388306618762993,0.51181916906748,-0.4672377480255472,-2.9553691668125612,3.253470387521041,-1.3568432878294434,-1.0594126491899782,-3.3265452014420944,-1.3290207822301445,-1.0205949902977345,-3.7898298804390844,4.74847810221964
T5_588,Co-P,-0.4340987550314699,-0.4340987550314699,-0.4340987550314699,-0.4340987550314699,-0.4340987550314699,-0.4340987550314699,5.088881027841587,5.508315942933444,4.840002297568278,-0.4340987550314699,-0.4340987550314699,-0.4340987550314699,1.49652316660824,-0.4340987550314699,-0.4340987550314699,-0.4340987550314699,-5.104318677994229,-1.6165068234953015,2.200293334559473,-1.5695899037075502,2.0679962560188354,0.23938169440162582,-3.0248771363143927,1.9236294291732507,-0.3706296412051584,-0.43550322684578013,-2.3228410083372015,-2.4551089769149517,-2.2462077823162847,-2.8758415571539047,3.865586645557684
T5_589,Co-P,-0.614427642287926,2.8360813168278622,0.8165277675983011,2.1602625142993963,-0.614427642287926,-0.614427642287926,4.997295575739399,5.092414766980086,-0.614427642287926,-0.614427642287926,-0.614427642287926,-0.614427642287926,1.1009594959026643,1.3704407308246411,-0.614427642287926,-0.614427642287926,-2.795429106178342,-2.8894580558266183,2.295485553976178,-2.1719618462563863,2.9656340445490796,0.31837106274055316,-3.8199334226927304,4.340972504729234,-0.6403926032232059,-1.4891774527319876,-3.200894214286506,-3.2203123001436085,-2.821404592581602,-3.8199334226927304,4.104300463037679
T5_590,Co-P,3.072876411929213,-0.94658160506782,-0.94658160506782,-0.94658160506782,3.9494916885606317,1.8714580269742642,4.5277744451225335,-0.94658160506782,2.607988720745296,-0.94658160506782,-0.94658160506782,-0.94658160506782,1.5108775908618464,-0.94658160506782,-0.94658160506782,0.24412562466361276,-3.937230314548117,-3.714086763233908,3.708069558261815,-1.1646415923083362,1.879204209622304,0.2627020102365485,-2.3187425665941,4.420700670571278,-0.6131758087348382,-0.8267499090328974,-2.3887011552010087,-2.704140111651455,-2.463924576438597,-3.188820455313122,3.784178741117389
T5_591,Co-P,3.1545015258361957,3.322240386644692,-0.5307065270045435,-0.5307065270045435,1.901901442950244,0.6339811091034147,4.981381232648667,5.539009110235433,3.601395875861309,-0.5307065270045435,-0.5307065270045435,-0.5307065270045435,1.9418819383358459,-0.5307065270045435,-0.5307065270045435,-0.5307065270045435,-3.3462633860358952,-3.670759431610392,2.1407806833033556,-2.572147142942283,0.7478803528096893,-0.8123753492076258,-3.853080988404347,2.7675520613845226,-1.0619158805916307,-1.4124745975129276,-2.9859805007209648,-3.1499834769912347,-3.1016648997204257,-3.893902982924603,3.3736951335852465
T5_592,Co-P,-0.5882684840946766,3.2136946868178207,-0.5882684840946766,-0.5882684840946766,2.9557120151238725,0.4292604577261647,4.187518558479701,5.4314497596519935,4.149248767379667,-0.5882684840946766,-0.5882684840946766,-0.5882684840946766,2.178450103922417,-0.5882684840946766,-0.5882684840946766,-0.5882684840946766,-5.981619063141736,-3.9572372986449267,2.9574748571309417,-1.617610933970532,0.23070070476244453,-0.6684130840999485,-2.8905766097834196,3.5935132208751273,-1.4413684232529596,-1.3141449938174894,-3.245397985072829,-1.8407544852847426,-1.624910236452144,-3.508688604400451,4.058114942903144
T5_593,Co-P,3.285239893908265,2.539718513848369,1.3899518095428807,1.5693968978904786,-0.3226115921002952,-0.3226115921002952,4.5787662703560095,5.160895526141897,-0.3226115921002952,5.5963553115068665,2.5058379609932544,-0.02480239942274398,0.2685056696753083,-0.3226115921002952,1.7971246169418142,-0.3226115921002952,-6.080414766354477,-3.8831901890182587,2.0032610043864345,-2.423284010555121,-0.8459694764008514,-1.5095772594468917,-3.6939481893797295,2.0889924285402737,-1.6002410705410712,-1.6570662621186907,-3.45032610672198,-2.891998148970985,-2.4661241692316134,-4.827651797859109,4.183605902791162
T5_594,Co-P,-0.5301158935707466,-0.5301158935707466,2.175051032861135,1.2779351183066883,-0.5301158935707466,-0.5301158935707466,5.096256677080304,5.353150035136672,3.548289445479198,-0.5301158935707466,-0.5301158935707466,-0.5301158935707466,2.080303420650723,3.2720099161716965,-0.5301158935707466,-0.5301158935707466,-3.4623232189426467,-3.163830230386651,2.425349629579407,-4.438333185518424,2.2631545683480923,0.7876202492830773,-5.298534450741537,0.5570583048059987,-1.051338754034262,-1.3163071866401408,-3.326981871072885,-1.0384186776691582,-0.8441871544880275,-4.477553898671706,4.352673272599211
T5_595,Co-P,2.5266504855013063,-0.9482433732151128,-0.9482433732151128,-0.9482433732151128,-0.9482433732151128,-0.9482433732151128,4.938743255450607,4.099722996268731,3.0779873908728828,-0.9482433732151128,-0.9482433732151128,0.3113748765195181,2.473058664566038,2.5431639962038006,-0.9482433732151128,-0.9482433732151128,-1.481646422528959,-3.339157269319795,2.69481329044681,-3.0910843349630586,2.4333116652670874,1.5090733092014874,-4.7157897195279475,0.21118521998285278,0.3201633825525976,-1.7375166673457256,-2.7321392424897883,-1.2008058818938947,-0.9563801146081738,-3.656398144013119,4.305859622792736
T5_596,Co-L,2.1924642671542793,-0.5877103246312716,2.2203342894947538,1.1323932068924663,0.4801731862254215,-0.5877103246312716,4.636450170543769,5.404316012167129,1.9730016589829606,-0.5877103246312716,-0.5877103246312716,0.38182980744332173,1.7618779066687198,-0.5877103246312716,0.010730252256499817,0.9498086882702879,-3.1140591335270935,-4.265039407712519,3.414935065206732,-1.9624543147184736,1.7788186347914818,0.8753027705893821,-3.2563753557073474,2.1299259539502158,-1.0384514623579788,-1.7457832779098803,-3.3423177855080732,-4.754587633031224,-4.233290709397939,-3.4505313701483056,4.759080202537764
T5_597,Co-L,3.874531961374458,-0.6728047558455046,1.6820515717573494,-0.6728047558455046,2.69240316649345,0.510626279299033,5.292782423640358,-0.6728047558455046,3.4942463750343578,1.5696923734274844,2.1337147552711953,0.16381866280232327,2.1557367206068596,-0.6728047558455046,-0.6728047558455046,-0.6728047558455046,-5.1552812429282415,-3.6851053978276482,3.2852144726154915,-2.037331336650002,0.9372722094866441,-0.12321066811192072,-3.4596656342530885,1.7785315703731852,-1.6157722454685741,-1.4441511798794853,-3.3888395816844756,-2.6497553059375054,-2.440586499107363,-4.366823882563972,4.832728967303129
T5_598,Co-L,0.01112525621948901,0.01112525621948901,1.1558671688255604,0.01112525621948901,0.01112525621948901,0.01112525621948901,5.429094286953642,5.5093492496493255,2.8691863825351867,0.01112525621948901,0.01112525621948901,0.0436993462301114,1.625431655855353,0.01112525621948901,0.01112525621948901,1.49586645150071,-4.147291401339056,-2.886160183173172,1.479482972250186,-1.652628576605692,0.4695748244122262,-0.07224959137148446,-3.207743807300635,4.32119338727108,-0.9378719117128913,-1.0079682081728096,-3.3695868327510476,-4.454776101087018,-4.37781505995089,-4.306356095968744,5.921574737974638
T5_599,Co-L,2.7497984501873556,-0.456887908948163,-0.456887908948163,-0.456887908948163,-0.456887908948163,-0.456887908948163,4.989806817549075,4.500786773253805,-0.456887908948163,2.2764275337578566,-0.456887908948163,-0.456887908948163,1.0353512852598543,-0.456887908948163,-0.456887908948163,-0.456887908948163,-2.8785218594564537,-2.3511669337392522,3.255378186542676,-0.9419141030634535,1.4924485089690185,0.8882612640822707,-2.4792487215962087,3.721587966116805,-0.36321773248408196,-1.1653914884652234,-2.7648625409839322,-5.363428509244454,-4.193357256594199,-2.945532569739413,5.562561928077681
T5_600,Co-L,2.87337670523856,-0.29205205079474883,2.0659110894897212,-0.29205205079474883,0.3378855898932791,-0.29205205079474883,-0.29205205079474883,5.19302362317517,4.96489219453328,-0.29205205079474883,-0.29205205079474883,-0.29205205079474883,1.8413112086344023,-0.29205205079474883,-0.29205205079474883,-0.29205205079474883,-4.137727977561896,-2.5102715596251173,3.5763002246177966,-2.1961562301051814,0.8082341061919243,0.06288577825424913,-3.5911842711938267,5.29841906314798,-0.8937161794221531,-0.9558934243740449,-2.7438864108066223,-4.415359714160175,-3.896565920745008,-3.4911008126368444,4.730143425401997
T5_601,Co-L,2.147554595371397,-0.3798682279717793,-0.3798682279717793,-0.3798682279717793,-0.3798682279717793,-0.3798682279717793,5.35848707374644,5.6004687682369605,4.2090816420055805,2.4097907723976864,1.5091103361650209,-0.3798682279717793,2.176130974365824,-0.3798682279717793,-0.3798682279717793,-0.3798682279717793,-2.030596740733235,-2.044622216087739,1.7188745638916894,-2.630715400483525,-0.548106292012041,-0.8594694710885724,-4.107256639451193,2.176421364527787,0.05301436918332669,-1.637275639879868,-2.4801971256672735,-4.735865298873567,-4.2003470625172055,-2.590909150083104,3.9252406287315966
T5_602,Co-L,2.892355606222468,-0.7775953277924836,-0.7775953277924836,-0.7775953277924836,1.5795902597449683,-0.7775953277924836,4.501113989447068,3.846948456933246,-0.7775953277924836,-0.7775953277924836,-0.7775953277924836,-0.7775953277924836,1.0673209832875719,1.3760000299361828,-0.7775953277924836,-0.7775953277924836,-4.556245157511827,-3.471619110818458,3.5474255521685114,-2.646702652627389,1.9297250644950479,1.025997232610277,-4.096712828133389,3.5330583642325437,-1.0957311986932536,-0.7158971887905725,-2.9221146324873564,-0.08603595695785415,0.10797979125757795,-3.279951691606265,5.239448365215772
T5_603,Co-L,4.159221644940032,-0.6976831582898537,-0.6976831582898537,1.675793717730535,1.4441222112072705,-0.6976831582898537,5.314706009733237,2.728999308315457,4.205679502947419,-0.6976831582898537,0.4298531515992634,-0.08140602951147624,2.22481511631549,1.7332181111248728,-0.6976831582898537,-0.6976831582898537,-4.328168168874001,-4.457379900354006,3.0926828824086665,-3.576180488291122,1.4289156836300174,0.6257364273854051,-5.339769080552481,2.708593127133773,-1.2650604928472386,-1.3998067064350934,-2.8974220451832764,-2.4823414783756697,-2.3909537267862415,-3.3703284340869732,4.002578606565271
