"","rowid","taxa_id","x","y","zero_ind","Lowest.Rank","W.proportion"
"75",75,"denovo108685",-0.666696952994902,1413,"Yes","CF231",1
"76",76,"denovo179601",-0.664995759158188,1413,"Yes","distasonis",1
"77",77,"denovo54770",0.661178740134546,1413,"Yes","Bacteroides",1
"78",78,"denovo82235",0.661178740134546,1413,"Yes","CF231",1
"79",79,"denovo363274",0.661178740134546,1413,"Yes",NA,1
"80",80,"denovo268639",0.659014835596507,1413,"Yes",NA,1
"81",81,"denovo330152",0.659014835596507,1413,"Yes","S24-7",1
"82",82,"denovo382351",0.659014835596507,1413,"Yes","S24-7",1
"83",83,"denovo574452",0.659014835596507,1413,"Yes","S24-7",1
"84",84,"denovo248992",-0.655833097739794,1413,"Yes","S24-7",1
"85",85,"denovo71910",0.654831584238321,1413,"Yes","S24-7",1
"86",86,"denovo106556",0.654831584238321,1413,"Yes","Clostridiales",1
"87",87,"denovo591878",0.651714147840892,1413,"Yes","S24-7",1
"88",88,"denovo190274",0.651714147840892,1413,"Yes",NA,1
"89",89,"denovo66941",0.649550243302853,1413,"Yes","Bifidobacterium",1
"90",90,"denovo110772",-0.646475316818584,1413,"Yes","S24-7",1
"91",91,"denovo38742",-0.643637771963366,1413,"Yes","Clostridiales",1
"92",92,"denovo372823",-0.641244226690439,1413,"Yes","S24-7",1
"93",93,"denovo120283",0.638828197517092,1413,"Yes","Desulfovibrionaceae",1
"94",94,"denovo168031",0.638828197517092,1413,"Yes","Lachnospiraceae",1
"95",95,"denovo407756",0.638828197517092,1413,"Yes","distasonis",1
"96",96,"denovo499868",0.638828197517092,1413,"Yes","CF231",1
"97",97,"denovo560000",0.638828197517092,1413,"Yes","Clostridiales",1
"98",98,"denovo597555",-0.637588751957621,1413,"Yes","S24-7",1
"99",99,"denovo487988",0.632481041620868,1413,"Yes","acidifaciens",1
"100",100,"denovo540680",0.632481041620868,1413,"Yes","pseudolongum",1
"101",101,"denovo419196",-0.632330574750072,1413,"Yes","Ruminococcaceae",1
"102",102,"denovo117526",-0.625837425763485,1413,"Yes","Lachnospiraceae",1
"103",103,"denovo60861",-0.624220664852352,1413,"Yes","Dehalobacterium",1
"104",104,"denovo181109",-0.624220664852352,1413,"Yes","Lachnospiraceae",1
"105",105,"denovo587782",-0.623333323311874,1413,"Yes","S24-7",1
"106",106,"denovo307859",-0.62217352106436,1413,"Yes","S24-7",1
"107",107,"denovo544566",0.61955083778741,1413,"Yes","S24-7",1
"108",108,"denovo340110",0.618848431079334,1413,"Yes","Clostridiales",1
"109",109,"denovo284029",-0.618652054739235,1413,"Yes","S24-7",1
"110",110,"denovo553752",-0.618075146104325,1413,"Yes","S24-7",1
"111",111,"denovo318763",-0.617741703700717,1413,"Yes","Oscillospira",1
"112",112,"denovo175813",0.617291863589069,1413,"Yes","flavefaciens",1
"113",113,"denovo147362",-0.616915343856811,1413,"Yes","S24-7",1
"114",114,"denovo64372",-0.615680372077773,1413,"Yes","S24-7",1
"115",115,"denovo3850",-0.615547592423704,1413,"Yes","S24-7",1
"116",116,"denovo559136",-0.615234201264776,1413,"Yes","S24-7",1
"117",117,"denovo271139",-0.613533007428062,1413,"Yes","Lactobacillus",1
"118",118,"denovo313593",-0.612710047568486,1413,"Yes","Bacteroides",1
"119",119,"denovo554900",-0.612706647584156,1413,"Yes","S24-7",1
"120",120,"denovo338749",-0.612158905752649,1413,"Yes","Allobaculum",1
"121",121,"denovo83327",-0.609869102728938,1413,"Yes","S24-7",1
"122",122,"denovo83945",-0.609869102728938,1413,"Yes","S24-7",1
"123",123,"denovo557716",-0.609651403316708,1413,"Yes","S24-7",1
"124",124,"denovo573462",0.609233432209662,1413,"Yes","Lachnospiraceae",1
"125",125,"denovo232843",-0.609054443437118,1413,"Yes","AF12",1
"126",126,"denovo331469",-0.609054443437118,1413,"Yes","Lachnospiraceae",1
"127",127,"denovo113714",0.608679860385557,1413,"Yes","S24-7",1
"128",128,"denovo176992",0.608679860385557,1413,"Yes","S24-7",1
"129",129,"denovo597115",0.608679860385557,1413,"Yes","S24-7",1
"130",130,"denovo285534",-0.607487387406648,1413,"Yes","Rikenellaceae",1
"131",131,"denovo390255",-0.605976319070179,1413,"Yes","Clostridiales",1
"132",132,"denovo335497",0.604496609027371,1413,"Yes","S24-7",1
"133",133,"denovo394367",-0.602695432256775,1413,"Yes","Clostridiales",1
"134",134,"denovo209084",0.602332704489333,1413,"Yes","S24-7",1
"135",135,"denovo219612",0.602332704489333,1413,"Yes","S24-7",1
"136",136,"denovo272710",-0.601535630009261,1413,"Yes","Sutterella",1
"137",137,"denovo215167",-0.600187929820834,1413,"Yes","S24-7",1
"138",138,"denovo86273",-0.599891782018724,1413,"Yes","Sutterella",1
"139",139,"denovo348132",-0.599854487417226,1413,"Yes",NA,1
"140",140,"denovo390828",0.599215268091904,1413,"Yes","S24-7",1
"141",141,"denovo197642",-0.59902812757332,1413,"Yes","Bacteroides",1
"142",142,"denovo87643",-0.598117776534802,1413,"Yes","acidifaciens",1
"143",143,"denovo251107",-0.596149307803746,1413,"Yes","S24-7",1
"144",144,"denovo540192",-0.595375923426282,1413,"Yes","S24-7",1
"145",145,"denovo593716",-0.595375923426282,1413,"Yes","S24-7",1
"146",146,"denovo61431",-0.592868420990341,1413,"Yes","Ruminococcaceae",1
"147",147,"denovo200974",-0.592868420990341,1413,"Yes",NA,1
"148",148,"denovo278236",-0.592868420990341,1413,"Yes","CF231",1
"149",149,"denovo550114",-0.592072156513387,1413,"Yes",NA,1
"150",150,"denovo540695",-0.590561088176919,1413,"Yes","S24-7",1
"151",151,"denovo49434",-0.589564654077446,1413,"Yes",NA,1
"152",152,"denovo295143",-0.588053585740978,1413,"Yes","S24-7",1
"153",153,"denovo544654",0.587840830363459,1413,"Yes","CF231",1
"154",154,"denovo106326",-0.586352391904264,1413,"Yes","Clostridiales",1
"155",155,"denovo188813",-0.586352391904264,1413,"Yes","Ruminococcaceae",1
"156",156,"denovo450500",-0.585636353372976,1413,"Yes","Clostridiales",1
"157",157,"denovo431857",0.584136629822865,1413,"Yes","CF231",1
"158",158,"denovo211331",-0.583935159536263,1413,"Yes","Clostridiales",1
"159",159,"denovo414767",-0.58307150509086,1413,"Yes","Bacteroides",1
"160",160,"denovo172280",-0.58283092557914,1413,"Yes","RF39",1
"161",161,"denovo473594",0.582146066409918,1413,"Yes","S24-7",1
"162",162,"denovo259731",-0.578352361588195,1413,"Yes","Ruminococcaceae",1
"163",163,"denovo203862",-0.578076265030764,1413,"Yes","Ruminococcaceae",1
"164",164,"denovo21165",0.57781388343564,1413,"Yes","Clostridiales",1
"165",165,"denovo172422",-0.575844859152254,1413,"Yes","distasonis",1
"166",166,"denovo271898",-0.575844859152254,1413,"Yes","Oscillospira",1
"167",167,"denovo560431",-0.574772498117869,1413,"Yes","Clostridium",1
"168",168,"denovo252187",-0.573908843672465,1413,"Yes","S24-7",1
"169",169,"denovo171287",0.572532542500173,1413,"Yes","S24-7",1
"170",170,"denovo52853",0.571275089008065,1413,"Yes","S24-7",1
"171",171,"denovo258910",0.571275089008065,1413,"Yes","CF231",1
"172",172,"denovo527746",0.566918496524787,1413,"Yes","Lachnospiraceae",1
"173",173,"denovo374194",0.56492793311184,1413,"Yes","S24-7",1
"174",174,"denovo205422",0.56070843880126,1413,"Yes","S24-7",1
"175",175,"denovo207463",0.56070843880126,1413,"Yes","S24-7",1
"176",176,"denovo330359",0.56070843880126,1413,"Yes","Rikenellaceae",1
"177",177,"denovo541036",0.56070843880126,1413,"Yes","S24-7",1
"178",178,"denovo579710",-0.558320318093612,1413,"Yes","S24-7",1
"179",179,"denovo4681",0.556525187443074,1413,"Yes","S24-7",1
"180",180,"denovo48384",0.556525187443074,1413,"Yes","acidifaciens",1
"181",181,"denovo193053",0.556525187443074,1413,"Yes","S24-7",1
"182",182,"denovo88679",-0.554934271524054,1413,"Yes","CF231",1
"183",183,"denovo280473",-0.554600829120446,1413,"Yes","S24-7",1
"184",184,"denovo175889",0.554361282905036,1413,"Yes","S24-7",1
"185",185,"denovo240562",0.554361282905036,1413,"Yes","S24-7",1
"186",186,"denovo130487",-0.551736197185823,1413,"Yes","S24-7",1
"187",187,"denovo534397",-0.545687177180078,1413,"Yes","S24-7",1
"188",188,"denovo66755",0.545654210041221,1413,"Yes","S24-7",1
"189",189,"denovo222944",0.545654210041221,1413,"Yes","Bacteroides",1
"190",190,"denovo552848",0.545654210041221,1413,"Yes",NA,1
"191",191,"denovo407956",0.544567953907334,1413,"Yes","Clostridiales",1
"192",192,"denovo211611",0.543490305503183,1413,"Yes","S24-7",1
"193",193,"denovo258210",0.543490305503183,1413,"Yes","S24-7",1
"194",194,"denovo338937",-0.540895222030205,1413,"Yes","S24-7",1
"195",195,"denovo491883",-0.539527470597099,1413,"Yes","S24-7",1
"196",196,"denovo411923",-0.539527470597099,1413,"Yes","schaedleri",1
"197",197,"denovo24302",-0.536356483338273,1413,"Yes","RF39",1
"198",198,"denovo499233",-0.534162372061261,1413,"Yes","S24-7",1
"199",199,"denovo72843",-0.532481229469226,1413,"Yes","Clostridiales",1
"200",200,"denovo46695",-0.531098306130723,1413,"Yes","S24-7",1
"201",201,"denovo578942",-0.531098306130723,1413,"Yes","S24-7",1
"202",202,"denovo269070",-0.530271946286818,1413,"Yes","S24-7",1
"203",203,"denovo197105",-0.530271946286818,1413,"Yes","S24-7",1
"204",204,"denovo196116",-0.527223052261677,1413,"Yes","S24-7",1
"205",205,"denovo213780",-0.525848950586263,1413,"Yes","S24-7",1
"206",206,"denovo306109",-0.525733207594886,1413,"Yes","S24-7",1
"207",207,"denovo110671",-0.52414775674955,1413,"Yes","Ruminococcaceae",1
"208",208,"denovo272350",-0.523871660192118,1413,"Yes","Lachnospiraceae",1
"209",209,"denovo254605",0.523303667423768,1413,"Yes","Bifidobacterium",1
"210",210,"denovo246554",-0.523008005746715,1413,"Yes","S24-7",1
"211",211,"denovo586310",-0.523008005746715,1413,"Yes","Clostridiales",1
"212",212,"denovo487765",-0.522545183673368,1413,"Yes","Bacteroides",1
"213",213,"denovo229009",-0.522211741269761,1413,"Yes","RF39",1
"214",214,"denovo576253",-0.522211741269761,1413,"Yes","S24-7",1
"215",215,"denovo280669",-0.522211741269761,1413,"Yes","S24-7",1
"216",216,"denovo426611",-0.522211741269761,1413,"Yes","Bacteroides",1
"217",217,"denovo298779",-0.520475030387336,1413,"Yes","S24-7",1
"218",218,"denovo358190",-0.51970423883382,1413,"Yes","S24-7",1
"219",219,"denovo420656",-0.51970423883382,1413,"Yes","Prevotella",1
"220",220,"denovo72377",0.51897148444949,1413,"Yes","S24-7",1
"221",221,"denovo499916",0.51897148444949,1413,"Yes","S24-7",1
"222",222,"denovo428501",-0.518003044997106,1413,"Yes","S24-7",1
"223",223,"denovo581815",0.516559111804837,1413,"Yes","Lachnospiraceae",1
"224",224,"denovo192645",-0.516052034686782,1413,"Yes","S24-7",1
"225",225,"denovo34629",0.514419616775799,1413,"Yes","S24-7",1
"226",226,"denovo13958",-0.511843338414127,1413,"Yes","Clostridiales",1
"227",227,"denovo188954",-0.511474378964809,1413,"Yes","S24-7",1
"228",228,"denovo398310",-0.511016978570221,1413,"Yes","Clostridiales",1
"229",229,"denovo308811",-0.510683536166613,1413,"Yes","S24-7",1
"230",230,"denovo64660",-0.510106627531702,1413,"Yes","Rikenellaceae",1
"231",231,"denovo300812",-0.509684323368083,1413,"Yes","Ruminococcus",1
"232",232,"denovo355169",-0.506889373268387,1413,"Yes","S24-7",1
"233",233,"denovo362957",-0.506225023420348,1413,"Yes",NA,1
"234",234,"denovo440840",-0.506225023420348,1413,"Yes",NA,1
"235",235,"denovo574891",-0.506225023420348,1413,"Yes",NA,1
"236",236,"denovo39857",-0.506202143320858,1413,"Yes","gnavus",1
"237",237,"denovo69624",-0.50589158101674,1413,"Yes","Clostridiales",1
"238",238,"denovo842",-0.505845013822175,1413,"Yes","S24-7",1
"239",239,"denovo265515",-0.505152662385962,1413,"Yes","S24-7",1
"240",240,"denovo487981",-0.505152662385962,1413,"Yes","S24-7",1
"241",241,"denovo283067",-0.502921256507453,1413,"Yes",NA,1
"242",242,"denovo216523",-0.502921256507453,1413,"Yes","Prevotella",1
"243",243,"denovo488554",-0.502921256507453,1413,"Yes",NA,1
"244",244,"denovo594483",-0.502921256507453,1413,"Yes","S24-7",1
"245",245,"denovo397093",-0.502587814103845,1413,"Yes","Clostridiales",1
"246",246,"denovo547056",-0.502587814103845,1413,"Yes","S24-7",1
"247",247,"denovo224661",-0.500396224281801,1413,"Yes","S24-7",1
"248",248,"denovo136096",-0.500042436737879,1413,"Yes","Oscillospira",1
"249",249,"denovo68876",0.499340978506759,1413,"Yes","S24-7",1
"250",250,"denovo166445",-0.499028472848694,1413,"Yes","S24-7",1
"251",251,"denovo480531",-0.494102509291128,1413,"Yes","S24-7",1
"252",252,"denovo37427",0.493130920783233,1413,"Yes","Clostridiales",1
"253",253,"denovo189246",-0.490569213015367,1413,"Yes","S24-7",1
"254",254,"denovo376005",-0.490212083516685,1413,"Yes","S24-7",1
"255",255,"denovo240443",-0.48954082042208,1413,"Yes","Lactobacillus",1
"256",256,"denovo520330",0.488972078934047,1413,"Yes","S24-7",1
"257",257,"denovo176609",-0.487265446102472,1413,"Yes","Rikenellaceae",1
"258",258,"denovo383387",-0.487265446102472,1413,"Yes","Bacteroides",1
"259",259,"denovo88414",0.486783764887009,1413,"Yes","Clostridiales",1
"260",260,"denovo582727",-0.483706104847321,1413,"Yes","Clostridiales",1
"261",261,"denovo421531",-0.483613241955434,1413,"Yes","rc4-4",1
"262",262,"denovo532834",-0.483372662443714,1413,"Yes","S24-7",1
"263",263,"denovo150014",-0.478221056340191,1413,"Yes","S24-7",1
"264",264,"denovo227693",-0.477116822383067,1413,"Yes","distasonis",1
"265",265,"denovo24936",-0.476386596016828,1413,"Yes","Clostridiales",1
"266",266,"denovo16043",-0.476067341448172,1413,"Yes","S24-7",1
"267",267,"denovo281156",-0.476067341448172,1413,"Yes","S24-7",1
"268",268,"denovo436291",-0.476067341448172,1413,"Yes","S24-7",1
"269",269,"denovo280377",0.475912787485155,1413,"Yes","S24-7",1
"270",270,"denovo173504",-0.474832369669135,1413,"Yes","S24-7",1
"271",271,"denovo507300",-0.474699590015066,1413,"Yes","S24-7",1
"272",272,"denovo95949",-0.474656995259543,1413,"Yes","Oscillospira",1
"273",273,"denovo399094",-0.473406221090828,1413,"Yes","S24-7",1
"274",274,"denovo91090",-0.473095658786711,1413,"Yes","Rikenellaceae",1
"275",275,"denovo475968",-0.472749386700326,1413,"Yes","S24-7",1
"276",276,"denovo540725",-0.471858645175518,1413,"Yes","S24-7",1
"277",277,"denovo378420",-0.471571760767465,1413,"Yes","Clostridiales",1
"278",278,"denovo346232",-0.470588156350769,1413,"Yes","S24-7",1
"279",279,"denovo313530",-0.469907634865193,1413,"Yes","S24-7",1
"280",280,"denovo341715",-0.469907634865193,1413,"Yes","Lactobacillus",1
"281",281,"denovo501042",-0.469907634865193,1413,"Yes","S24-7",1
"282",282,"denovo447983",-0.469791891873815,1413,"Yes","S24-7",1
"283",283,"denovo313642",-0.469574192461586,1413,"Yes","S24-7",1
"284",284,"denovo368941",-0.469574192461586,1413,"Yes","distasonis",1
"285",285,"denovo425910",-0.469574192461586,1413,"Yes","S24-7",1
"286",286,"denovo471876",-0.469574192461586,1413,"Yes","S24-7",1
"287",287,"denovo45461",-0.469021100320299,1413,"Yes","S24-7",1
"288",288,"denovo327762",0.46861209972954,1413,"Yes","Clostridiales",1
"289",289,"denovo203954",-0.468206441028479,1413,"Yes","S24-7",1
"290",290,"denovo598677",-0.468206441028479,1413,"Yes","S24-7",1
"291",291,"denovo422220",-0.467066690025645,1413,"Yes","Bacteroides",1
"292",292,"denovo122225",-0.466270425548691,1413,"Yes","S24-7",1
"293",293,"denovo285466",-0.466270425548691,1413,"Yes","S24-7",1
"294",294,"denovo76972",-0.465698938592538,1413,"Yes","S24-7",1
"295",295,"denovo114421",-0.465698938592538,1413,"Yes","Oscillospira",1
"296",296,"denovo176939",-0.465368896173261,1413,"Yes","S24-7",1
"297",297,"denovo462917",-0.465368896173261,1413,"Yes","S24-7",1
"298",298,"denovo585",-0.465365496188931,1413,"Yes","S24-7",1
"299",299,"denovo39183",-0.465365496188931,1413,"Yes","Ruminococcus",1
"300",300,"denovo323282",-0.464902674115585,1413,"Yes","S24-7",1
"301",301,"denovo354093",-0.464902674115585,1413,"Yes","Clostridiales",1
"302",302,"denovo188975",0.464457631778555,1413,"Yes","S24-7",1
"303",303,"denovo133272",-0.46376292311275,1413,"Yes","S24-7",1
"304",304,"denovo384848",-0.46376292311275,1413,"Yes","S24-7",1
"305",305,"denovo498147",-0.462395171679644,1413,"Yes","Clostridiales",1
"306",306,"denovo455088",-0.461701591489807,1413,"Yes","S24-7",1
"307",307,"denovo203148",-0.46102107000423,1413,"Yes","S24-7",1
"308",308,"denovo337360",-0.46102107000423,1413,"Yes","S24-7",1
"309",309,"denovo405529",-0.460791240451288,1413,"Yes","CF231",1
"310",310,"denovo50126",-0.460687627600623,1413,"Yes","S24-7",1
"311",311,"denovo298673",-0.460687627600623,1413,"Yes","S24-7",1
"312",312,"denovo586415",-0.4603338400567,1413,"Yes","S24-7",1
"313",313,"denovo445339",-0.460110718965712,1413,"Yes","S24-7",1
"314",314,"denovo311103",-0.459510001667761,1413,"Yes","S24-7",1
"315",315,"denovo264978",-0.459284359121805,1413,"Yes","S24-7",1
"316",316,"denovo484382",-0.459284359121805,1413,"Yes","S24-7",1
"317",317,"denovo487024",-0.459284359121805,1413,"Yes","Clostridiales",1
"318",318,"denovo597601",-0.459284359121805,1413,"Yes","S24-7",1
"319",319,"denovo17409",-0.459043779610085,1413,"Yes","Clostridiales",1
"320",320,"denovo160903",-0.459043779610085,1413,"Yes","Clostridiales",1
"321",321,"denovo118859",-0.458180125164682,1413,"Yes","S24-7",1
"322",322,"denovo415800",-0.458180125164682,1413,"Yes",NA,1
"323",323,"denovo430965",-0.458180125164682,1413,"Yes","Rikenellaceae",1
"324",324,"denovo240974",-0.458049387342768,1413,"Yes","S24-7",1
"325",325,"denovo47266",-0.457583165285091,1413,"Yes","S24-7",1
"326",326,"denovo475245",-0.457583165285091,1413,"Yes","S24-7",1
"327",327,"denovo75214",-0.456812373731576,1413,"Yes","Prevotella",1
"328",328,"denovo562984",-0.456812373731576,1413,"Yes","S24-7",1
"329",329,"denovo16223",-0.456443414282257,1413,"Yes","S24-7",1
"330",330,"denovo583868",-0.456443414282257,1413,"Yes","CF231",1
"331",331,"denovo159829",-0.456405539352231,1413,"Yes","Clostridiales",1
"332",332,"denovo12574",-0.455902022693057,1413,"Yes","pseudolongum",1
"333",333,"denovo557447",-0.455902022693057,1413,"Yes","Clostridiales",1
"334",334,"denovo572764",-0.455902022693057,1413,"Yes","S24-7",1
"335",335,"denovo172304",0.455726149405741,1413,"Yes","S24-7",1
"336",336,"denovo349195",-0.455075662849151,1413,"Yes","S24-7",1
"337",337,"denovo455767",-0.455075662849151,1413,"Yes","S24-7",1
"338",338,"denovo376108",-0.454742220445543,1413,"Yes","Clostridiales",1
"339",339,"denovo487742",-0.454527921017644,1413,"Yes","S24-7",1
"340",340,"denovo230319",0.453586654376702,1413,"Yes","S24-7",1
"341",341,"denovo399127",-0.452884073027106,1413,"Yes","S24-7",1
"342",342,"denovo452513",-0.452884073027106,1413,"Yes","Clostridiales",1
"343",343,"denovo263489",-0.452791210135219,1413,"Yes","Lachnospiraceae",1
"344",344,"denovo82811",-0.452020418581703,1413,"Yes","Rikenellaceae",1
"345",345,"denovo543065",-0.452020418581703,1413,"Yes","Clostridiales",1
"346",346,"denovo30539",-0.451686976178095,1413,"Yes","S24-7",1
"347",347,"denovo29781",-0.451224154104748,1413,"Yes","Clostridiales",1
"348",348,"denovo360610",-0.451224154104748,1413,"Yes","S24-7",1
"349",349,"denovo36439",-0.450948057547317,1413,"Yes","AF12",1
"350",350,"denovo181036",-0.450283707699278,1413,"Yes","Parabacteroides",1
"351",351,"denovo244278",-0.44995026529567,1413,"Yes",NA,1
"352",352,"denovo430247",-0.44995026529567,1413,"Yes","S24-7",1
"353",353,"denovo43415",-0.44971308576828,1413,"Yes","S24-7",1
"354",354,"denovo241776",-0.449487443222324,1413,"Yes","Oscillospira",1
"355",355,"denovo135712",-0.448716651668808,1413,"Yes","Ruminococcaceae",1
"356",356,"denovo172286",-0.448716651668808,1413,"Yes",NA,1
"357",357,"denovo387688",-0.448716651668808,1413,"Yes","S24-7",1
"358",358,"denovo471864",-0.448716651668808,1413,"Yes","CF231",1
"359",359,"denovo581091",-0.448582513862564,1413,"Yes","S24-7",1
"360",360,"denovo123682",-0.4483832092652,1413,"Yes","Prevotella",1
"361",361,"denovo237753",-0.447976374885856,1413,"Yes","Clostridiales",1
"362",362,"denovo473019",-0.447518974491268,1413,"Yes","S24-7",1
"363",363,"denovo239847",-0.445504389495626,1413,"Yes","Rikenellaceae",1
"364",364,"denovo541254",-0.445365259599249,1413,"Yes","S24-7",1
"365",365,"denovo361299",-0.445278746949669,1413,"Yes","Lachnospiraceae",1
"366",366,"denovo553883",0.445183908707936,1413,"Yes","Clostridiales",1
"367",367,"denovo190627",0.445183908707936,1413,"Yes","Clostridiales",1
"368",368,"denovo249196",0.445183908707936,1413,"Yes","S24-7",1
"369",369,"denovo285751",-0.444788350964338,1413,"Yes","S24-7",1
"370",370,"denovo547002",-0.444454908560731,1413,"Yes","S24-7",1
"371",371,"denovo10277",-0.443628548716824,1413,"Yes","S24-7",1
"372",372,"denovo44883",0.442902769628908,1413,"Yes","Clostridiales",1
"373",373,"denovo474909",-0.441397142838315,1413,"Yes","S24-7",1
"374",374,"denovo553842",-0.441397142838315,1413,"Yes","S24-7",1
"375",375,"denovo106004",-0.441156563326595,1413,"Yes","S24-7",1
"376",376,"denovo155306",-0.441063700434707,1413,"Yes",NA,1
"377",377,"denovo134984",0.44100065734975,1413,"Yes","Lachnospiraceae",1
"378",378,"denovo468345",0.44100065734975,1413,"Yes",NA,1
"379",379,"denovo236696",-0.440579654691683,1413,"Yes","S24-7",1
"380",380,"denovo105060",-0.439886074501847,1413,"Yes","Clostridiales",1
