OTUs,Domain,Phylum,Class,Order,Family,Genus,Species
12,s_Bacteroides_vulgatus,s_Bacteroides_vulgatus,s_Bacteroides_vulgatus,s_Bacteroides_vulgatus,s_Bacteroides_vulgatus,s_Bacteroides_vulgatus,s_Bacteroides_vulgatus
13,s_Faecalibaculum_rodentium,s_Faecalibaculum_rodentium,s_Faecalibaculum_rodentium,s_Faecalibaculum_rodentium,s_Faecalibaculum_rodentium,s_Faecalibaculum_rodentium,s_Faecalibaculum_rodentium
14,s_Bacteroides_fragilis,s_Bacteroides_fragilis,s_Bacteroides_fragilis,s_Bacteroides_fragilis,s_Bacteroides_fragilis,s_Bacteroides_fragilis,s_Bacteroides_fragilis
15,s_Flavonifractor_plautii,s_Flavonifractor_plautii,s_Flavonifractor_plautii,s_Flavonifractor_plautii,s_Flavonifractor_plautii,s_Flavonifractor_plautii,s_Flavonifractor_plautii
16,s_Barnesiella_viscericola,s_Barnesiella_viscericola,s_Barnesiella_viscericola,s_Barnesiella_viscericola,s_Barnesiella_viscericola,s_Barnesiella_viscericola,s_Barnesiella_viscericola
17,s_Bacteroides_dorei,s_Bacteroides_dorei,s_Bacteroides_dorei,s_Bacteroides_dorei,s_Bacteroides_dorei,s_Bacteroides_dorei,s_Bacteroides_dorei
18,s_Bacteroides_thetaiotaomicron,s_Bacteroides_thetaiotaomicron,s_Bacteroides_thetaiotaomicron,s_Bacteroides_thetaiotaomicron,s_Bacteroides_thetaiotaomicron,s_Bacteroides_thetaiotaomicron,s_Bacteroides_thetaiotaomicron
19,s_Bacteroides_ovatus,s_Bacteroides_ovatus,s_Bacteroides_ovatus,s_Bacteroides_ovatus,s_Bacteroides_ovatus,s_Bacteroides_ovatus,s_Bacteroides_ovatus
20,s_Akkermansia_muciniphila,s_Akkermansia_muciniphila,s_Akkermansia_muciniphila,s_Akkermansia_muciniphila,s_Akkermansia_muciniphila,s_Akkermansia_muciniphila,s_Akkermansia_muciniphila
21,s_Bacteroides_caccae,s_Bacteroides_caccae,s_Bacteroides_caccae,s_Bacteroides_caccae,s_Bacteroides_caccae,s_Bacteroides_caccae,s_Bacteroides_caccae
22,s_Faecalibacterium_prausnitzii,s_Faecalibacterium_prausnitzii,s_Faecalibacterium_prausnitzii,s_Faecalibacterium_prausnitzii,s_Faecalibacterium_prausnitzii,s_Faecalibacterium_prausnitzii,s_Faecalibacterium_prausnitzii
23,s_Lactobacillus_reuteri,s_Lactobacillus_reuteri,s_Lactobacillus_reuteri,s_Lactobacillus_reuteri,s_Lactobacillus_reuteri,s_Lactobacillus_reuteri,s_Lactobacillus_reuteri
24,s_Acutalibacter_muris,s_Acutalibacter_muris,s_Acutalibacter_muris,s_Acutalibacter_muris,s_Acutalibacter_muris,s_Acutalibacter_muris,s_Acutalibacter_muris
25,s_Ruminiclostridium_sp._KB18,s_Ruminiclostridium_sp._KB18,s_Ruminiclostridium_sp._KB18,s_Ruminiclostridium_sp._KB18,s_Ruminiclostridium_sp._KB18,s_Ruminiclostridium_sp._KB18,s_Ruminiclostridium_sp._KB18
26,s_Prevotella_dentalis,s_Prevotella_dentalis,s_Prevotella_dentalis,s_Prevotella_dentalis,s_Prevotella_dentalis,s_Prevotella_dentalis,s_Prevotella_dentalis
27,s_uncultured_bacterium_BAC25G1,s_uncultured_bacterium_BAC25G1,s_uncultured_bacterium_BAC25G1,s_uncultured_bacterium_BAC25G1,s_uncultured_bacterium_BAC25G1,s_uncultured_bacterium_BAC25G1,s_uncultured_bacterium_BAC25G1
28,s_Lachnoclostridium_phocaeense,s_Lachnoclostridium_phocaeense,s_Lachnoclostridium_phocaeense,s_Lachnoclostridium_phocaeense,s_Lachnoclostridium_phocaeense,s_Lachnoclostridium_phocaeense,s_Lachnoclostridium_phocaeense
29,s_uncultured_bacterium_BAC10G6,s_uncultured_bacterium_BAC10G6,s_uncultured_bacterium_BAC10G6,s_uncultured_bacterium_BAC10G6,s_uncultured_bacterium_BAC10G6,s_uncultured_bacterium_BAC10G6,s_uncultured_bacterium_BAC10G6
30,s_Prevotella_intermedia,s_Prevotella_intermedia,s_Prevotella_intermedia,s_Prevotella_intermedia,s_Prevotella_intermedia,s_Prevotella_intermedia,s_Prevotella_intermedia
31,s_Intestinimonas_butyriciproducens,s_Intestinimonas_butyriciproducens,s_Intestinimonas_butyriciproducens,s_Intestinimonas_butyriciproducens,s_Intestinimonas_butyriciproducens,s_Intestinimonas_butyriciproducens,s_Intestinimonas_butyriciproducens
32,s_Bacteroides_salanitronis,s_Bacteroides_salanitronis,s_Bacteroides_salanitronis,s_Bacteroides_salanitronis,s_Bacteroides_salanitronis,s_Bacteroides_salanitronis,s_Bacteroides_salanitronis
33,s_[Clostridium]_bolteae,s_[Clostridium]_bolteae,s_[Clostridium]_bolteae,s_[Clostridium]_bolteae,s_[Clostridium]_bolteae,s_[Clostridium]_bolteae,s_[Clostridium]_bolteae
34,s_Bacteroides_cellulosilyticus,s_Bacteroides_cellulosilyticus,s_Bacteroides_cellulosilyticus,s_Bacteroides_cellulosilyticus,s_Bacteroides_cellulosilyticus,s_Bacteroides_cellulosilyticus,s_Bacteroides_cellulosilyticus
35,s_Roseburia_intestinalis,s_Roseburia_intestinalis,s_Roseburia_intestinalis,s_Roseburia_intestinalis,s_Roseburia_intestinalis,s_Roseburia_intestinalis,s_Roseburia_intestinalis
36,s_Bacteroides_helcogenes,s_Bacteroides_helcogenes,s_Bacteroides_helcogenes,s_Bacteroides_helcogenes,s_Bacteroides_helcogenes,s_Bacteroides_helcogenes,s_Bacteroides_helcogenes
37,s_Tannerella_sp._oral_taxon_HOT-286,s_Tannerella_sp._oral_taxon_HOT-286,s_Tannerella_sp._oral_taxon_HOT-286,s_Tannerella_sp._oral_taxon_HOT-286,s_Tannerella_sp._oral_taxon_HOT-286,s_Tannerella_sp._oral_taxon_HOT-286,s_Tannerella_sp._oral_taxon_HOT-286
38,s_[Clostridium]_saccharolyticum,s_[Clostridium]_saccharolyticum,s_[Clostridium]_saccharolyticum,s_[Clostridium]_saccharolyticum,s_[Clostridium]_saccharolyticum,s_[Clostridium]_saccharolyticum,s_[Clostridium]_saccharolyticum
39,s_Porphyromonas_gingivalis,s_Porphyromonas_gingivalis,s_Porphyromonas_gingivalis,s_Porphyromonas_gingivalis,s_Porphyromonas_gingivalis,s_Porphyromonas_gingivalis,s_Porphyromonas_gingivalis
40,s_Oscillibacter_valericigenes,s_Oscillibacter_valericigenes,s_Oscillibacter_valericigenes,s_Oscillibacter_valericigenes,s_Oscillibacter_valericigenes,s_Oscillibacter_valericigenes,s_Oscillibacter_valericigenes
41,s_Burkholderia_cepacia_complex,s_Burkholderia_cepacia_complex,s_Burkholderia_cepacia_complex,s_Burkholderia_cepacia_complex,s_Burkholderia_cepacia_complex,s_Burkholderia_cepacia_complex,s_Burkholderia_cepacia_complex
42,s_Roseburia_hominis,s_Roseburia_hominis,s_Roseburia_hominis,s_Roseburia_hominis,s_Roseburia_hominis,s_Roseburia_hominis,s_Roseburia_hominis
43,s_Prevotella_denticola,s_Prevotella_denticola,s_Prevotella_denticola,s_Prevotella_denticola,s_Prevotella_denticola,s_Prevotella_denticola,s_Prevotella_denticola
44,s_[Eubacterium]_rectale,s_[Eubacterium]_rectale,s_[Eubacterium]_rectale,s_[Eubacterium]_rectale,s_[Eubacterium]_rectale,s_[Eubacterium]_rectale,s_[Eubacterium]_rectale
45,s_Prevotella_ruminicola,s_Prevotella_ruminicola,s_Prevotella_ruminicola,s_Prevotella_ruminicola,s_Prevotella_ruminicola,s_Prevotella_ruminicola,s_Prevotella_ruminicola
46,s_uncultured_murine_large_bowel_bacterium_BAC_54B,s_uncultured_murine_large_bowel_bacterium_BAC_54B,s_uncultured_murine_large_bowel_bacterium_BAC_54B,s_uncultured_murine_large_bowel_bacterium_BAC_54B,s_uncultured_murine_large_bowel_bacterium_BAC_54B,s_uncultured_murine_large_bowel_bacterium_BAC_54B,s_uncultured_murine_large_bowel_bacterium_BAC_54B
47,s_Burkholderiales_bacterium_YL45,s_Burkholderiales_bacterium_YL45,s_Burkholderiales_bacterium_YL45,s_Burkholderiales_bacterium_YL45,s_Burkholderiales_bacterium_YL45,s_Burkholderiales_bacterium_YL45,s_Burkholderiales_bacterium_YL45
48,s_Pseudomonas_fluorescens_group,s_Pseudomonas_fluorescens_group,s_Pseudomonas_fluorescens_group,s_Pseudomonas_fluorescens_group,s_Pseudomonas_fluorescens_group,s_Pseudomonas_fluorescens_group,s_Pseudomonas_fluorescens_group
49,s_Blautia_hansenii,s_Blautia_hansenii,s_Blautia_hansenii,s_Blautia_hansenii,s_Blautia_hansenii,s_Blautia_hansenii,s_Blautia_hansenii
50,s_Tannerella_forsythia,s_Tannerella_forsythia,s_Tannerella_forsythia,s_Tannerella_forsythia,s_Tannerella_forsythia,s_Tannerella_forsythia,s_Tannerella_forsythia
51,s_[Ruminococcus]_torques,s_[Ruminococcus]_torques,s_[Ruminococcus]_torques,s_[Ruminococcus]_torques,s_[Ruminococcus]_torques,s_[Ruminococcus]_torques,s_[Ruminococcus]_torques
52,s_Bacillus_cereus_group,s_Bacillus_cereus_group,s_Bacillus_cereus_group,s_Bacillus_cereus_group,s_Bacillus_cereus_group,s_Bacillus_cereus_group,s_Bacillus_cereus_group
53,s_butyrate-producing_bacterium_SS3/4,s_butyrate-producing_bacterium_SS3/4,s_butyrate-producing_bacterium_SS3/4,s_butyrate-producing_bacterium_SS3/4,s_butyrate-producing_bacterium_SS3/4,s_butyrate-producing_bacterium_SS3/4,s_butyrate-producing_bacterium_SS3/4
54,s_Blautia_obeum,s_Blautia_obeum,s_Blautia_obeum,s_Blautia_obeum,s_Blautia_obeum,s_Blautia_obeum,s_Blautia_obeum
55,s_Clostridium_botulinum,s_Clostridium_botulinum,s_Clostridium_botulinum,s_Clostridium_botulinum,s_Clostridium_botulinum,s_Clostridium_botulinum,s_Clostridium_botulinum
56,s_Adlercreutzia_equolifaciens,s_Adlercreutzia_equolifaciens,s_Adlercreutzia_equolifaciens,s_Adlercreutzia_equolifaciens,s_Adlercreutzia_equolifaciens,s_Adlercreutzia_equolifaciens,s_Adlercreutzia_equolifaciens
57,s_Clostridioides_difficile,s_Clostridioides_difficile,s_Clostridioides_difficile,s_Clostridioides_difficile,s_Clostridioides_difficile,s_Clostridioides_difficile,s_Clostridioides_difficile
58,s_Ruminococcus_sp._SR1/5,s_Ruminococcus_sp._SR1/5,s_Ruminococcus_sp._SR1/5,s_Ruminococcus_sp._SR1/5,s_Ruminococcus_sp._SR1/5,s_Ruminococcus_sp._SR1/5,s_Ruminococcus_sp._SR1/5
59,s_Petrimonas_mucosa,s_Petrimonas_mucosa,s_Petrimonas_mucosa,s_Petrimonas_mucosa,s_Petrimonas_mucosa,s_Petrimonas_mucosa,s_Petrimonas_mucosa
60,s_Pseudomonas_aeruginosa_group,s_Pseudomonas_aeruginosa_group,s_Pseudomonas_aeruginosa_group,s_Pseudomonas_aeruginosa_group,s_Pseudomonas_aeruginosa_group,s_Pseudomonas_aeruginosa_group,s_Pseudomonas_aeruginosa_group
61,s_[Eubacterium]_hallii,s_[Eubacterium]_hallii,s_[Eubacterium]_hallii,s_[Eubacterium]_hallii,s_[Eubacterium]_hallii,s_[Eubacterium]_hallii,s_[Eubacterium]_hallii
62,s_Odoribacter_splanchnicus,s_Odoribacter_splanchnicus,s_Odoribacter_splanchnicus,s_Odoribacter_splanchnicus,s_Odoribacter_splanchnicus,s_Odoribacter_splanchnicus,s_Odoribacter_splanchnicus
63,s_Coprococcus_catus,s_Coprococcus_catus,s_Coprococcus_catus,s_Coprococcus_catus,s_Coprococcus_catus,s_Coprococcus_catus,s_Coprococcus_catus
64,s_Pseudomonas_putida_group,s_Pseudomonas_putida_group,s_Pseudomonas_putida_group,s_Pseudomonas_putida_group,s_Pseudomonas_putida_group,s_Pseudomonas_putida_group,s_Pseudomonas_putida_group
65,s_Prevotella_melaninogenica,s_Prevotella_melaninogenica,s_Prevotella_melaninogenica,s_Prevotella_melaninogenica,s_Prevotella_melaninogenica,s_Prevotella_melaninogenica,s_Prevotella_melaninogenica
66,s_[Eubacterium]_siraeum,s_[Eubacterium]_siraeum,s_[Eubacterium]_siraeum,s_[Eubacterium]_siraeum,s_[Eubacterium]_siraeum,s_[Eubacterium]_siraeum,s_[Eubacterium]_siraeum
67,s_Enterococcus_faecalis,s_Enterococcus_faecalis,s_Enterococcus_faecalis,s_Enterococcus_faecalis,s_Enterococcus_faecalis,s_Enterococcus_faecalis,s_Enterococcus_faecalis
68,s_Anaerostipes_hadrus,s_Anaerostipes_hadrus,s_Anaerostipes_hadrus,s_Anaerostipes_hadrus,s_Anaerostipes_hadrus,s_Anaerostipes_hadrus,s_Anaerostipes_hadrus
69,s_[Clostridium]_sphenoides,s_[Clostridium]_sphenoides,s_[Clostridium]_sphenoides,s_[Clostridium]_sphenoides,s_[Clostridium]_sphenoides,s_[Clostridium]_sphenoides,s_[Clostridium]_sphenoides
70,s_Prevotella_fusca,s_Prevotella_fusca,s_Prevotella_fusca,s_Prevotella_fusca,s_Prevotella_fusca,s_Prevotella_fusca,s_Prevotella_fusca
71,s_Bacillus_subtilis_group,s_Bacillus_subtilis_group,s_Bacillus_subtilis_group,s_Bacillus_subtilis_group,s_Bacillus_subtilis_group,s_Bacillus_subtilis_group,s_Bacillus_subtilis_group
72,s_Clostridium_sp._SY8519,s_Clostridium_sp._SY8519,s_Clostridium_sp._SY8519,s_Clostridium_sp._SY8519,s_Clostridium_sp._SY8519,s_Clostridium_sp._SY8519,s_Clostridium_sp._SY8519
73,s_butyrate-producing_bacterium_SM4/1,s_butyrate-producing_bacterium_SM4/1,s_butyrate-producing_bacterium_SM4/1,s_butyrate-producing_bacterium_SM4/1,s_butyrate-producing_bacterium_SM4/1,s_butyrate-producing_bacterium_SM4/1,s_butyrate-producing_bacterium_SM4/1
74,s_Prevotella_enoeca,s_Prevotella_enoeca,s_Prevotella_enoeca,s_Prevotella_enoeca,s_Prevotella_enoeca,s_Prevotella_enoeca,s_Prevotella_enoeca
75,s_Enterococcus_faecium,s_Enterococcus_faecium,s_Enterococcus_faecium,s_Enterococcus_faecium,s_Enterococcus_faecium,s_Enterococcus_faecium,s_Enterococcus_faecium
76,s_Proteiniphilum_saccharofermentans,s_Proteiniphilum_saccharofermentans,s_Proteiniphilum_saccharofermentans,s_Proteiniphilum_saccharofermentans,s_Proteiniphilum_saccharofermentans,s_Proteiniphilum_saccharofermentans,s_Proteiniphilum_saccharofermentans
77,s_Porphyromonas_asaccharolytica,s_Porphyromonas_asaccharolytica,s_Porphyromonas_asaccharolytica,s_Porphyromonas_asaccharolytica,s_Porphyromonas_asaccharolytica,s_Porphyromonas_asaccharolytica,s_Porphyromonas_asaccharolytica
78,s_Eubacterium_limosum,s_Eubacterium_limosum,s_Eubacterium_limosum,s_Eubacterium_limosum,s_Eubacterium_limosum,s_Eubacterium_limosum,s_Eubacterium_limosum
79,s_Lactobacillus_johnsonii,s_Lactobacillus_johnsonii,s_Lactobacillus_johnsonii,s_Lactobacillus_johnsonii,s_Lactobacillus_johnsonii,s_Lactobacillus_johnsonii,s_Lactobacillus_johnsonii
80,s_Coprococcus_sp._ART55/1,s_Coprococcus_sp._ART55/1,s_Coprococcus_sp._ART55/1,s_Coprococcus_sp._ART55/1,s_Coprococcus_sp._ART55/1,s_Coprococcus_sp._ART55/1,s_Coprococcus_sp._ART55/1
81,s_Mucinivorans_hirudinis,s_Mucinivorans_hirudinis,s_Mucinivorans_hirudinis,s_Mucinivorans_hirudinis,s_Mucinivorans_hirudinis,s_Mucinivorans_hirudinis,s_Mucinivorans_hirudinis
82,s_Enterobacter_cloacae_complex,s_Enterobacter_cloacae_complex,s_Enterobacter_cloacae_complex,s_Enterobacter_cloacae_complex,s_Enterobacter_cloacae_complex,s_Enterobacter_cloacae_complex,s_Enterobacter_cloacae_complex
83,s_Pseudomonas_syringae_group,s_Pseudomonas_syringae_group,s_Pseudomonas_syringae_group,s_Pseudomonas_syringae_group,s_Pseudomonas_syringae_group,s_Pseudomonas_syringae_group,s_Pseudomonas_syringae_group
84,s_Enterococcus_hirae,s_Enterococcus_hirae,s_Enterococcus_hirae,s_Enterococcus_hirae,s_Enterococcus_hirae,s_Enterococcus_hirae,s_Enterococcus_hirae
85,s_Lachnoclostridium_phytofermentans,s_Lachnoclostridium_phytofermentans,s_Lachnoclostridium_phytofermentans,s_Lachnoclostridium_phytofermentans,s_Lachnoclostridium_phytofermentans,s_Lachnoclostridium_phytofermentans,s_Lachnoclostridium_phytofermentans
86,s_Prevotella_jejuni,s_Prevotella_jejuni,s_Prevotella_jejuni,s_Prevotella_jejuni,s_Prevotella_jejuni,s_Prevotella_jejuni,s_Prevotella_jejuni
87,s_[Eubacterium]_eligens,s_[Eubacterium]_eligens,s_[Eubacterium]_eligens,s_[Eubacterium]_eligens,s_[Eubacterium]_eligens,s_[Eubacterium]_eligens,s_[Eubacterium]_eligens
88,s_Pseudomonas_stutzeri_group,s_Pseudomonas_stutzeri_group,s_Pseudomonas_stutzeri_group,s_Pseudomonas_stutzeri_group,s_Pseudomonas_stutzeri_group,s_Pseudomonas_stutzeri_group,s_Pseudomonas_stutzeri_group
89,s_Pseudomonas_putida,s_Pseudomonas_putida,s_Pseudomonas_putida,s_Pseudomonas_putida,s_Pseudomonas_putida,s_Pseudomonas_putida,s_Pseudomonas_putida
90,s_pseudomallei_group,s_pseudomallei_group,s_pseudomallei_group,s_pseudomallei_group,s_pseudomallei_group,s_pseudomallei_group,s_pseudomallei_group
91,s_Pseudomonas_fluorescens,s_Pseudomonas_fluorescens,s_Pseudomonas_fluorescens,s_Pseudomonas_fluorescens,s_Pseudomonas_fluorescens,s_Pseudomonas_fluorescens,s_Pseudomonas_fluorescens
92,s_Hymenobacter_sp._APR13,s_Hymenobacter_sp._APR13,s_Hymenobacter_sp._APR13,s_Hymenobacter_sp._APR13,s_Hymenobacter_sp._APR13,s_Hymenobacter_sp._APR13,s_Hymenobacter_sp._APR13
93,s_Hymenobacter_sp._PAMC_26628,s_Hymenobacter_sp._PAMC_26628,s_Hymenobacter_sp._PAMC_26628,s_Hymenobacter_sp._PAMC_26628,s_Hymenobacter_sp._PAMC_26628,s_Hymenobacter_sp._PAMC_26628,s_Hymenobacter_sp._PAMC_26628
94,s_Rhizobium_leguminosarum,s_Rhizobium_leguminosarum,s_Rhizobium_leguminosarum,s_Rhizobium_leguminosarum,s_Rhizobium_leguminosarum,s_Rhizobium_leguminosarum,s_Rhizobium_leguminosarum
95,s_Butyrivibrio_proteoclasticus,s_Butyrivibrio_proteoclasticus,s_Butyrivibrio_proteoclasticus,s_Butyrivibrio_proteoclasticus,s_Butyrivibrio_proteoclasticus,s_Butyrivibrio_proteoclasticus,s_Butyrivibrio_proteoclasticus
96,s_Vibrio_harveyi_group,s_Vibrio_harveyi_group,s_Vibrio_harveyi_group,s_Vibrio_harveyi_group,s_Vibrio_harveyi_group,s_Vibrio_harveyi_group,s_Vibrio_harveyi_group
97,s_Ruminococcus_champanellensis,s_Ruminococcus_champanellensis,s_Ruminococcus_champanellensis,s_Ruminococcus_champanellensis,s_Ruminococcus_champanellensis,s_Ruminococcus_champanellensis,s_Ruminococcus_champanellensis
98,s_uncultured_murine_large_bowel_bacterium_BAC_31B,s_uncultured_murine_large_bowel_bacterium_BAC_31B,s_uncultured_murine_large_bowel_bacterium_BAC_31B,s_uncultured_murine_large_bowel_bacterium_BAC_31B,s_uncultured_murine_large_bowel_bacterium_BAC_31B,s_uncultured_murine_large_bowel_bacterium_BAC_31B,s_uncultured_murine_large_bowel_bacterium_BAC_31B
99,s_Hymenobacter_sedentarius,s_Hymenobacter_sedentarius,s_Hymenobacter_sedentarius,s_Hymenobacter_sedentarius,s_Hymenobacter_sedentarius,s_Hymenobacter_sedentarius,s_Hymenobacter_sedentarius
100,s_Butyrivibrio_fibrisolvens,s_Butyrivibrio_fibrisolvens,s_Butyrivibrio_fibrisolvens,s_Butyrivibrio_fibrisolvens,s_Butyrivibrio_fibrisolvens,s_Butyrivibrio_fibrisolvens,s_Butyrivibrio_fibrisolvens
101,s_Ethanoligenens_harbinense,s_Ethanoligenens_harbinense,s_Ethanoligenens_harbinense,s_Ethanoligenens_harbinense,s_Ethanoligenens_harbinense,s_Ethanoligenens_harbinense,s_Ethanoligenens_harbinense
102,s_Desulfovibrio_vulgaris,s_Desulfovibrio_vulgaris,s_Desulfovibrio_vulgaris,s_Desulfovibrio_vulgaris,s_Desulfovibrio_vulgaris,s_Desulfovibrio_vulgaris,s_Desulfovibrio_vulgaris
103,s_Pseudomonas_stutzeri_subgroup,s_Pseudomonas_stutzeri_subgroup,s_Pseudomonas_stutzeri_subgroup,s_Pseudomonas_stutzeri_subgroup,s_Pseudomonas_stutzeri_subgroup,s_Pseudomonas_stutzeri_subgroup,s_Pseudomonas_stutzeri_subgroup
104,s_Pseudomonas_stutzeri,s_Pseudomonas_stutzeri,s_Pseudomonas_stutzeri,s_Pseudomonas_stutzeri,s_Pseudomonas_stutzeri,s_Pseudomonas_stutzeri,s_Pseudomonas_stutzeri
105,s_Fusobacterium_nucleatum,s_Fusobacterium_nucleatum,s_Fusobacterium_nucleatum,s_Fusobacterium_nucleatum,s_Fusobacterium_nucleatum,s_Fusobacterium_nucleatum,s_Fusobacterium_nucleatum
106,s_Hymenobacter_sp._PAMC_26554,s_Hymenobacter_sp._PAMC_26554,s_Hymenobacter_sp._PAMC_26554,s_Hymenobacter_sp._PAMC_26554,s_Hymenobacter_sp._PAMC_26554,s_Hymenobacter_sp._PAMC_26554,s_Hymenobacter_sp._PAMC_26554
107,s_Erysipelotrichaceae_bacterium_I46,s_Erysipelotrichaceae_bacterium_I46,s_Erysipelotrichaceae_bacterium_I46,s_Erysipelotrichaceae_bacterium_I46,s_Erysipelotrichaceae_bacterium_I46,s_Erysipelotrichaceae_bacterium_I46,s_Erysipelotrichaceae_bacterium_I46
108,s_Petrimonas_sp._IBARAKI,s_Petrimonas_sp._IBARAKI,s_Petrimonas_sp._IBARAKI,s_Petrimonas_sp._IBARAKI,s_Petrimonas_sp._IBARAKI,s_Petrimonas_sp._IBARAKI,s_Petrimonas_sp._IBARAKI
109,s_Rhodopseudomonas_palustris,s_Rhodopseudomonas_palustris,s_Rhodopseudomonas_palustris,s_Rhodopseudomonas_palustris,s_Rhodopseudomonas_palustris,s_Rhodopseudomonas_palustris,s_Rhodopseudomonas_palustris
110,s_Escherichia_coli,s_Escherichia_coli,s_Escherichia_coli,s_Escherichia_coli,s_Escherichia_coli,s_Escherichia_coli,s_Escherichia_coli
111,s_Prevotella_scopos,s_Prevotella_scopos,s_Prevotella_scopos,s_Prevotella_scopos,s_Prevotella_scopos,s_Prevotella_scopos,s_Prevotella_scopos
112,s_Butyrivibrio_hungatei,s_Butyrivibrio_hungatei,s_Butyrivibrio_hungatei,s_Butyrivibrio_hungatei,s_Butyrivibrio_hungatei,s_Butyrivibrio_hungatei,s_Butyrivibrio_hungatei
113,s_Stenotrophomonas_maltophilia,s_Stenotrophomonas_maltophilia,s_Stenotrophomonas_maltophilia,s_Stenotrophomonas_maltophilia,s_Stenotrophomonas_maltophilia,s_Stenotrophomonas_maltophilia,s_Stenotrophomonas_maltophilia
114,s_Paludibacter_propionicigenes,s_Paludibacter_propionicigenes,s_Paludibacter_propionicigenes,s_Paludibacter_propionicigenes,s_Paludibacter_propionicigenes,s_Paludibacter_propionicigenes,s_Paludibacter_propionicigenes
115,s_Clostridium_perfringens,s_Clostridium_perfringens,s_Clostridium_perfringens,s_Clostridium_perfringens,s_Clostridium_perfringens,s_Clostridium_perfringens,s_Clostridium_perfringens
116,s_Herbinix_luporum,s_Herbinix_luporum,s_Herbinix_luporum,s_Herbinix_luporum,s_Herbinix_luporum,s_Herbinix_luporum,s_Herbinix_luporum
117,s_Hymenobacter_swuensis,s_Hymenobacter_swuensis,s_Hymenobacter_swuensis,s_Hymenobacter_swuensis,s_Hymenobacter_swuensis,s_Hymenobacter_swuensis,s_Hymenobacter_swuensis
118,s_Clostridium_beijerinckii,s_Clostridium_beijerinckii,s_Clostridium_beijerinckii,s_Clostridium_beijerinckii,s_Clostridium_beijerinckii,s_Clostridium_beijerinckii,s_Clostridium_beijerinckii
119,s_Ralstonia_solanacearum,s_Ralstonia_solanacearum,s_Ralstonia_solanacearum,s_Ralstonia_solanacearum,s_Ralstonia_solanacearum,s_Ralstonia_solanacearum,s_Ralstonia_solanacearum
120,s_Mycobacterium_avium_complex_(MAC),s_Mycobacterium_avium_complex_(MAC),s_Mycobacterium_avium_complex_(MAC),s_Mycobacterium_avium_complex_(MAC),s_Mycobacterium_avium_complex_(MAC),s_Mycobacterium_avium_complex_(MAC),s_Mycobacterium_avium_complex_(MAC)
121,s_Eggerthella_lenta,s_Eggerthella_lenta,s_Eggerthella_lenta,s_Eggerthella_lenta,s_Eggerthella_lenta,s_Eggerthella_lenta,s_Eggerthella_lenta
122,s_Pseudomonas_chlororaphis_group,s_Pseudomonas_chlororaphis_group,s_Pseudomonas_chlororaphis_group,s_Pseudomonas_chlororaphis_group,s_Pseudomonas_chlororaphis_group,s_Pseudomonas_chlororaphis_group,s_Pseudomonas_chlororaphis_group
