OTUs,Domain,Phylum,Class,Order,Family,Genus,Species
2646,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,1
2652,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,2
2676,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,3
2682,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,4
2685,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,5
2690,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,6
2696,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,7
2700,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,8
2703,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,9
2712,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,10
2742,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,11
2752,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,12
2756,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,13
2788,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,14
2792,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,15
2810,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,16
2814,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,17
2853,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,18
2929,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,19
3525,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,.alpha.-Hyodeoxycholic acid methyl ester,20
12099,.alpha.-Tocopherol nicotinate,.alpha.-Tocopherol nicotinate,.alpha.-Tocopherol nicotinate,.alpha.-Tocopherol nicotinate,.alpha.-Tocopherol nicotinate,.alpha.-Tocopherol nicotinate,21
2645,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,22
2650,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,23
2653,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,24
2658,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,25
2666,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,26
2677,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,27
2683,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,28
2701,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,29
2718,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,30
2736,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,31
2771,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,32
2778,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,33
2813,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,34
2868,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,35
2910,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,36
5226,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,37
5230,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,38
5231,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,39
5243,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,40
5247,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,41
5252,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,42
5257,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,43
5294,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,44
5316,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,45
5323,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,46
5324,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,47
5330,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,48
5332,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,49
5341,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,50
5357,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,51
5362,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,52
5364,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,53
5368,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,54
5376,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,55
5381,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,56
5389,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,57
5391,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,58
5428,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,59
5429,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,60
5454,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,61
5457,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,62
5483,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,63
5489,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,64
5501,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,65
5511,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,66
5530,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,67
5542,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,68
5547,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,69
5560,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,70
5572,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,71
5579,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,72
5590,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,73
5625,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,.beta.-Hyodeoxycholic acid,74
1922,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,75
1928,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,76
1957,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,77
1959,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,78
1967,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,79
1982,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,80
2006,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,81
2288,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,82
2376,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,83
3557,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,84
3581,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,85
3591,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,86
3612,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,87
4006,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,88
4253,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,89
4580,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,90
7744,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,91
7754,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,92
7758,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,93
7759,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,94
7795,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,95
7814,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,96
7829,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,97
7856,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,98
7919,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,99
7920,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,100
7925,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,101
7957,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,102
7962,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,103
7965,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,104
8010,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,105
8055,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,106
8111,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,107
8151,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,108
8219,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,109
8251,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,110
8273,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,111
8402,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,112
8458,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,113
8554,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,114
8724,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,115
1933,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,116
3568,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,117
3626,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,118
3671,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,119
3784,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,120
3809,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,121
3810,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,122
3904,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,123
3939,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,124
3950,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,125
4029,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,126
4031,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,127
4127,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,128
4151,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,129
4181,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,130
4209,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,131
