,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
s_Vibrio_tasmaniensis,220.262384849129,-0.0570549025680244,0.155516566084003,-0.366873472098181,0.713713399988956,0.95784289820285
s_Entomoplasma_freundtii,103.088067116746,-1.01099617431776,0.446631179325528,-2.26360411255769,0.0235984746875475,0.940975848906561
s_Pseudoalteromonas_agarivorans,96.4579985841949,-0.298503879405364,0.205408752759771,-1.45321888865403,0.146162989349508,0.940975848906561
s_Pedobacter_sp._PACM_27299,1658.08136011295,0.00644183811335778,0.100340369929893,0.0641998641011453,0.948811085604948,0.991944552835904
s_Lactobacillus_amylovorus,1188.2956959295,-0.198812983818489,0.464261926116037,-0.428234521580815,0.668480385146744,0.95784289820285
s_Providencia_stuartii,678.774927979797,-0.202891068878855,0.141722178611364,-1.43161127543228,0.152255100922734,0.940975848906561
s_Pseudoalteromonas_rubra,458.805426985972,-0.234070029380874,0.151022194414809,-1.54990483543074,0.121164358898481,0.940975848906561
s_Aminobacterium_colombiense,420.541166923284,-0.256801311282256,0.184724482161219,-1.39018557950609,0.164472531253462,0.940975848906561
s_Paenalcaligenes_hominis,388.425943267638,-0.266773342282707,0.197586740160491,-1.35015812329319,0.176965267608428,0.940975848906561
s_Pseudanabaena_sp._PCC_7367,399.870626613219,-0.455224159289463,0.234223315143986,-1.94354758837573,0.0519500313894964,0.940975848906561
s_Thalassotalea_crassostreae,386.102523205152,-0.118259080973666,0.150986088178045,-0.783244883026662,0.433483322763706,0.940975848906561
s_Bdellovibrio_exovorus,322.522489622632,-0.166095297243612,0.165367433923953,-1.00440149128754,0.315185131505395,0.940975848906561
s_Pseudoalteromonas_aliena,272.758349807669,-0.191531935299408,0.21655888668276,-0.884433505515687,0.376462242688553,0.940975848906561
s_Legionella_waltersii,266.520188798572,-0.635896805813594,0.295341353701466,-2.1530909838531,0.031311528709771,0.940975848906561
s_Pseudoalteromonas_sp._NC201,176.262019244369,-0.46674306136989,0.333527168250757,-1.39941541739406,0.161688446255541,0.940975848906561
s_Burkholderia_plantarii,131.636953358594,0.125250871166499,0.10665984207793,1.17430204964101,0.240274062626141,0.940975848906561
s_Actinobacteria_bacterium_IMCC19121,310.046144878783,-0.410284166446196,0.188639981011375,-2.17495869246009,0.0296332119987432,0.940975848906561
s_Actinobacillus_equuli,169.389076202664,-0.615762067125808,0.321597782056099,-1.91469624942375,0.0555312521816676,0.940975848906561
s_Bacillus_toyonensis,78.0369078884815,-0.0263562279445115,0.41742603796637,-0.0631398752049935,0.949655121806323,0.991944552835904
s_Chryseobacterium_gallinarum,1347.80737773602,-0.0345898201807056,0.10694572099137,-0.323433418934983,0.746367023776592,0.959111436871953
s_Citrobacter_freundii,2127.3332171306,-0.177495352314184,0.135593447112501,-1.30902603403037,0.190525532200824,0.940975848906561
s_Riemerella_anatipestifer,1498.79652964614,-0.110213895946724,0.142833040392586,-0.771627458491359,0.44033510644015,0.940975848906561
s_Polynucleobacter_necessarius,1515.63664204554,-0.0891505176957802,0.163974717560466,-0.543684532726247,0.586658577908514,0.95784289820285
s_Flammeovirga_sp._MY04,1414.191313417,-0.154863315907573,0.147968741600109,-1.04659480261106,0.295286500033944,0.940975848906561
s_Glaesserella_parasuis,1152.19111175503,-0.16250298211785,0.145408823827956,-1.11755929138193,0.263755263329723,0.940975848906561
s_Lactobacillus_sakei,954.695411192542,-0.192513909444454,0.169976056752726,-1.1325942789961,0.257384672245699,0.940975848906561
s_Moorea_producens,1059.58021140892,-0.0855881817226482,0.118400284287888,-0.722871420769076,0.469758883260125,0.942627886057233
s_Sphaerochaeta_coccoides,1009.35272383211,0.0852407090825088,0.0413682389825695,2.06053511531939,0.0393474124371802,0.940975848906561
s_Alteromonas_macleodii,943.288051317793,-0.0962643338210047,0.151178084100869,-0.636761170731436,0.524280421898488,0.949724587061733
s_Desulfovibrio_salexigens,964.643288376593,0.0760625745870622,0.0523737669275006,1.45230291898525,0.146417396214412,0.940975848906561
s_Dickeya_zeae,958.319817458118,-0.0885169642478407,0.0840003369875378,-1.05376915643771,0.291988617943956,0.940975848906561
s_Helicobacter_cinaedi,817.15796206961,-0.442650487787685,0.299647853739107,-1.47723563597784,0.139612484408479,0.940975848906561
s_Paenibacillus_crassostreae,713.525088932013,-0.40830355679136,0.232348672627259,-1.75728809712794,0.0788687155987602,0.940975848906561
s_Streptococcus_parauberis,739.178276845884,-0.517206250500128,0.222510474787061,-2.32441304615023,0.0201033670089533,0.940975848906561
s_Acinetobacter_pittii,764.588261306018,-0.306173727246751,0.241958603256317,-1.26539715110856,0.20572899595303,0.940975848906561
s_Brevundimonas_sp._DS20,815.45995697329,0.0528868149661828,0.0588698888417897,0.898367841466694,0.368989475194335,0.940975848906561
s_Tenacibaculum_sp._SZ-18,712.158414478067,-0.109673624774719,0.220854819245994,-0.496586966719354,0.619480345870207,0.95784289820285
s_Calothrix_sp._NIES-3974,627.723623444774,-0.19526130951565,0.158064787395636,-1.23532453200289,0.216709747184343,0.940975848906561
s_Vibrio_harveyi,632.643507620466,-0.12183260071462,0.0988894459399121,-1.23200812338102,0.217946049646432,0.940975848906561
s_Geminocystis_sp._NIES-3709,530.436146598947,-0.134074341119493,0.140902580996764,-0.951539284596725,0.341330686130723,0.940975848906561
s_Staphylococcus_lugdunensis,472.81330320157,-0.526162956079733,0.222321161625223,-2.36667959196215,0.0179484638217477,0.940975848906561
s_Rhizobium_sp._NXC14,570.988952091952,-0.0418480031870041,0.0879599812440227,-0.475761847548687,0.634244053496324,0.95784289820285
s_Lactobacillus_jensenii,494.633120111409,-0.166595233176165,0.282860664385888,-0.588965714048136,0.555884273602644,0.949724587061733
s_Cellvibrio_sp._PSBB023,510.750906750781,-0.260558984343203,0.186126939095401,-1.39989936765495,0.161543455442341,0.940975848906561
s_Nitrosospira_multiformis,508.01319995934,-0.17580813940687,0.119640746327334,-1.46946709046652,0.141706141676192,0.940975848906561
s_Lactobacillus_ginsenosidimutans,412.753442072996,-0.222942547881088,0.171477201026279,-1.30012938482079,0.193556627911412,0.940975848906561
s_Snodgrassella_alvi,446.877611907475,0.00578939393540664,0.076043935392093,0.0761322241616735,0.939313903354539,0.9911245986797
s_Elizabethkingia_genomosp._4,463.310556665711,0.0425760563544868,0.113941889227776,0.373664651718869,0.708653827174894,0.95784289820285
s_Colwellia_sp._PAMC_21821,406.636896442512,-0.31548337015008,0.272340463618802,-1.15841533776511,0.246694582969118,0.940975848906561
s_Shewanella_woodyi,420.885317726273,-0.23725996073864,0.184564133479578,-1.28551499289483,0.198612380935611,0.940975848906561
s_Edwardsiella_sp._EA181011,439.88934434162,0.207885064535071,0.0812621268004902,2.5582035902833,0.010521447383732,0.940975848906561
s_Propionimicrobium_sp._Marseille-P3275,448.381190103645,0.259026803665407,0.177726480764485,1.45744631048346,0.144993221508291,0.940975848906561
s_Corynebacterium_phocae,407.165041443249,0.0849993632122256,0.0925183709444648,0.91872957061952,0.358237038765443,0.940975848906561
s_Nostoc_carneum,393.589466784699,-0.223226522339405,0.16321111734909,-1.3677164029332,0.171400863536371,0.940975848906561
s_Corynebacterium_resistens,395.907561431929,-0.357911867391361,0.156441585427607,-2.28783073511476,0.0221473802215526,0.940975848906561
s_Corynebacterium_callunae,400.055490615268,-0.16423589398262,0.141794009002355,-1.15827103795261,0.246753446536187,0.940975848906561
s_Mycoplasma_agalactiae,360.007411414047,-0.337212378588494,0.186444892971937,-1.80864368668575,0.0705063768394644,0.940975848906561
s_Halocynthiibacter_arcticus,385.159760964171,-0.192974235016205,0.123861266133644,-1.55798694006558,0.119236344045414,0.940975848906561
s_Pseudomonas_orientalis,391.019157936716,-0.0618700565476759,0.0895536764155285,-0.690871207348309,0.489646481716105,0.949724587061733
s_Phoenicibacter_massiliensis,357.748307974676,-0.280467123932564,0.217853994628255,-1.28740868126449,0.197951880065873,0.940975848906561
s_Pseudothermotoga_thermarum,357.756692348958,-0.225572790026073,0.20226275320819,-1.11524631425288,0.264744884157365,0.940975848906561
s_Acinetobacter_sp._ADP1,274.863976334225,-0.620954733882441,0.261026369926128,-2.37889656151666,0.0173645478875637,0.940975848906561
s_butyrate-producing_bacterium_L2-50,243.073215703232,-0.512651909488627,0.533414676853548,-0.961075747882688,0.336514082770366,0.940975848906561
s_Polaribacter_sp._KT_15,242.681012325078,-0.297174249461755,0.238440788891654,-1.24632304247571,0.212645821662186,0.940975848906561
s_Mycoplasma_canadense,181.029606603749,-0.849855419225215,0.383097232879827,-2.21838046920011,0.0265289016561389,0.940975848906561
s_Rhodoluna_lacicola,213.64908957624,-0.286423592121102,0.266018023934603,-1.07670746472245,0.281610976451309,0.940975848906561
s_Sulfurospirillum_sp._JPD-1,205.089542976572,0.0853346998707402,0.112205152428105,0.760523897736497,0.446941490071155,0.940975848906561
s_Bartonella_henselae,204.832547633382,-0.323441219443007,0.264129842730931,-1.2245538637317,0.220743359977583,0.940975848906561
s_Blattabacterium_sp._(Blaberus_giganteus),186.541498022211,-0.16205613035953,0.319086135536582,-0.507875812551408,0.611540438284271,0.95784289820285
s_Candidatus_Liberibacter_solanacearum,157.487610167541,-0.44204330306176,0.322422877380085,-1.3710047706716,0.170373468870841,0.940975848906561
s_Tropheryma_whipplei,150.478463305272,0.034448821010921,0.158592257599738,0.21721628490758,0.828039794132591,0.971438933617081
s_Pseudomonas_sp._FGI182,124.965840048975,-0.517390323461759,0.275781121444288,-1.8760904327031,0.0606428632023842,0.940975848906561
s_Xanthomonas_hortorum,364.500434374908,0.120171530495069,0.0973195722875201,1.23481359063144,0.216899888147912,0.940975848906561
s_Chlamydia_caviae,100.38109172477,-0.896533699972896,0.358206037214937,-2.50284363419297,0.0123199961435182,0.940975848906561
s_Roseibacterium_elongatum,805.237316840733,-0.0221689154404888,0.0671312429713068,-0.330232458975387,0.741224322540811,0.95856047545835
s_Thioalkalivibrio_versutus,708.682780516408,-0.165212336037564,0.131254308681017,-1.25871933422829,0.208131725409424,0.940975848906561
s_Tenacibaculum_maritimum,603.582852844674,-0.249347685235855,0.209561558126721,-1.18985412909115,0.234103730269989,0.940975848906561
s_Pleurocapsa_minor,444.55117138699,-0.0717287627127771,0.136946342031158,-0.523772753977303,0.600436605980427,0.95784289820285
s_beta_proteobacterium_CB,154.108081450029,0.201222649183609,0.16726985874696,1.20298211937879,0.228983239974691,0.940975848906561
s_endosymbiont_DhMRE_of_Dentiscutata_heterogama,81.7965427663581,-0.117587126862673,0.312026738495349,-0.376849520748445,0.706285436910571,0.95784289820285
s_Elizabethkingia_miricola,911.30280921159,0.0147554511365456,0.100661123441109,0.146585400918739,0.883459277576027,0.9764404695008
s_uncultured_bacterium_Contig1625,136.806723922801,-0.841895708836366,0.313183092927046,-2.68819016048379,0.00718404719261681,0.940975848906561
s_Rickettsia_endosymbiont_of_Bemisia_tabaci,115.890595951824,-0.670834360113147,0.312817269541373,-2.14449272924308,0.0319934273858649,0.940975848906561
s_Candidatus_Azobacteroides_pseudotrichonymphae,1033.75213883567,0.0176694225490764,0.100305405179264,0.176156235224792,0.860171202284617,0.975262372348642
s_Thiohalobacter_thiocyanaticus,1054.68217944889,0.00384779816420958,0.0685123983361015,0.0561620707734304,0.955212696586496,0.993095691310108
s_Anabaena_sp._90,404.063814908176,-0.297223276941606,0.232088818768337,-1.28064453306682,0.200318550437114,0.940975848906561
s_Aerococcus_urinaehominis,351.568670767991,-0.655991814332129,0.334714192506249,-1.9598565851667,0.0500125552491076,0.940975848906561
s_Streptococcus_troglodytae,271.540674971321,-0.367767299118008,0.238626391684264,-1.54118451241812,0.123271885762907,0.940975848906561
s_Candidatus_Ishikawaella_capsulata,104.873172348452,-0.449390161212726,0.230746555270139,-1.9475487323597,0.0514689832831799,0.940975848906561
s_Vibrio_sp._EJY3,119.377224392799,-0.216598874968819,0.325421348329844,-0.665595161720233,0.505669899767471,0.949724587061733
s_Kocuria_palustris,852.459750053743,0.0246822063611301,0.0921817167255894,0.267755985003026,0.788887152813786,0.965497121887294
s_Synechococcus_sp._KORDI-52,485.555353848747,0.112432721323676,0.073539469802423,1.52887587612131,0.126295217702419,0.940975848906561
s_Chryseobacterium_camelliae,1404.44348316834,0.0858431745394747,0.0809012703371286,1.06108561932034,0.288650992634253,0.940975848906561
s_Selenomonas_sp._oral_taxon_478,1242.64547842661,0.0218963769615849,0.0734597199770718,0.298073242974778,0.765647262858154,0.963184029140367
s_Bacillus_sonorensis,987.284187562859,-0.20668286890803,0.219179320439672,-0.942985261991986,0.34568844140506,0.940975848906561
s_Gloeobacter_kilaueensis,996.541998663003,-0.0590606025462916,0.0714502037717343,-0.82659809809606,0.40846489572181,0.940975848906561
s_Lactobacillus_acidipiscis,633.447365454064,-0.286179090216445,0.212476889728331,-1.34687160840103,0.178021586947545,0.940975848906561
s_Leclercia_sp._LSNIH1,704.516917074763,0.0398661519856732,0.0758155731220013,0.525830648559777,0.599005877817545,0.95784289820285
s_Nonlabens_dokdonensis,473.399943019712,-0.299638842905013,0.166750312104727,-1.79693122683228,0.0723465384894459,0.940975848906561
s_Thermodesulfatator_indicus,488.067707294688,0.00905760798311311,0.094052333406636,0.0963039156503695,0.923279201304892,0.988649044907115
s_Octadecabacter_antarcticus,478.705594762755,-0.0313670021212238,0.115965793255637,-0.270484952852243,0.786787191533446,0.965306776179971
s_Nostoc_sp._CENA543,451.08133984215,-0.241320476600618,0.214471445220821,-1.12518697466767,0.26050981147563,0.940975848906561
s_Shewanella_violacea,419.816310896741,-0.244868580181747,0.22244322460832,-1.10081383963442,0.270977687132523,0.940975848906561
s_Pirellula_sp._SH-Sr6A,370.318725486969,-0.136349676655681,0.124637808078124,-1.09396722197021,0.273969354310008,0.940975848906561
s_Geobacillus_sp._JS12,105.464920852399,-0.117981563082894,0.213502978000281,-0.552599144929671,0.580537927637638,0.957333030388853
s_Mesoplasma_entomophilum,83.2845151328412,-0.752963183160372,0.313741049124624,-2.39995112294432,0.0163972611350041,0.940975848906561
s_Halomonas_sp._hl-4,222.135808852773,0.0854869363345862,0.126863412558208,0.673850203228319,0.500406553740068,0.949724587061733
s_Cyanothece_sp._PCC_7424,587.099956761281,-0.213021215483691,0.195453660022847,-1.08988092348228,0.275765600856791,0.940975848906561
s_Staphylococcus_warneri,372.023088883931,-0.60931778813123,0.262986950902194,-2.31691263023099,0.020508491609924,0.940975848906561
s_Pseudoalteromonas_atlantica,418.560949603063,0.0015725308819353,0.144018806706542,0.0109189273116222,0.991288129587055,0.998220228497415
s_Candidatus_Portiera_aleyrodidarum,235.227228615735,-0.0835828414003113,0.218921561402848,-0.381793555941741,0.702614498969422,0.95784289820285
s_Selenomonas_sp._oral_taxon_920,2018.34233789784,0.074446692204212,0.0552100255903412,1.34842705483614,0.177521067102168,0.940975848906561
s_Rhodobacter_capsulatus,988.592755083691,-0.0871302074019709,0.059704286698548,-1.45936267259835,0.144465314089441,0.940975848906561
s_Polaribacter_sp._ALD11,663.127256408142,-0.370258496772204,0.217904097725701,-1.69918097289886,0.0892850902867247,0.940975848906561
s_Nitrosospira_lacus,483.193795057075,-0.242606493081409,0.171133635874225,-1.4176435382914,0.156294862087829,0.940975848906561
s_Kingella_kingae,411.655872929864,-0.162469957959819,0.128143243009947,-1.26787768237773,0.204841635150162,0.940975848906561
s_Wolbachia_endosymbiont_of_Drosophila_simulans,127.242502439874,-0.436798508802146,0.345589549579484,-1.26392279319107,0.206257739826188,0.940975848906561
s_Clostridium_sporogenes,136.719922842456,0.522876596472395,0.255371837196255,2.04751080703767,0.0406079568682749,0.940975848906561
s_Thauera_humireducens,848.335481846902,0.0341994005430773,0.0633631455978553,0.539736470157739,0.589378785028295,0.95784289820285
s_Lactobacillus_johnsonii,8702.42301879987,1.72860498700504,0.611052178604599,2.82889914729129,0.00467084155718776,0.940975848906561
s_Desulfovibrio_fairfieldensis,3907.84794451307,-0.106852517748633,0.185710982830317,-0.575369943770442,0.565041126968598,0.952969068813952
s_Flavobacterium_psychrophilum,2724.93129570153,0.0418929673697143,0.0834243388334324,0.502167208701037,0.61554990705708,0.95784289820285
s_Thermobacillus_composti,2510.28948208768,-0.0691187232932753,0.0640248894957449,-1.07956021224947,0.280338067250586,0.940975848906561
s_Acidovorax_citrulli,1873.31881067082,0.0514868021775469,0.0662360822611797,0.777322577360871,0.43696847793799,0.940975848906561
s_Treponema_brennaborense,1825.38050708843,-0.0595849997637845,0.0510984535473937,-1.16608225156011,0.243581191809606,0.940975848906561
s_Alicyclobacillus_acidocaldarius,1760.97104888151,-0.021216227434952,0.0562749611991415,-0.377010076646231,0.706166116456562,0.95784289820285
s_Leptospira_interrogans,1566.19093508261,-0.273960690991757,0.17722443580089,-1.54584039020189,0.1221431197487,0.940975848906561
s_Lactobacillus_plantarum,1308.25000099962,-0.230554961646403,0.201590827235153,-1.14367783895972,0.252757267222563,0.940975848906561
s_Bacillus_glycinifermentans,1395.85830648864,-0.280129312639113,0.173653135778135,-1.61315435729888,0.106710976811991,0.940975848906561
s_Haemophilus_influenzae,1261.02804358102,-0.274619347243405,0.171234823159168,-1.60375875757549,0.108767238668709,0.940975848906561
s_Elizabethkingia_anophelis,1223.97593952426,-0.10585063021289,0.153788869855248,-0.68828537664995,0.491273088635271,0.949724587061733
s_Streptomyces_avermitilis,1182.2340243446,0.00962203554398896,0.0585362891010384,0.16437727248785,0.869434154130241,0.975262372348642
s_Bordetella_genomosp._8,1132.87852701593,-0.143819327544773,0.058181906441091,-2.47189094242536,0.0134400509783754,0.940975848906561
s_Phenylobacterium_zucineum,1128.47765352489,-0.0398695584701006,0.0656043816590069,-0.607727067337229,0.543368507869401,0.949724587061733
s_Chryseobacterium_piperi,1140.73477358932,0.046320725536371,0.1334951642317,0.346984295670626,0.728603116927992,0.957921477468941
s_Yangia_sp._CCB-MM3,1135.54663015868,-0.0299720586279645,0.0961816335442262,-0.31161935520863,0.755329822878476,0.961403404653764
s_Azoarcus_sp._KH32C,1114.29056284991,0.0433641194839193,0.0998007830315872,0.434506806125904,0.663920453480793,0.95784289820285
s_Chryseobacterium_sp._IHB_B_17019,1092.45123440613,-0.0928665298122408,0.104828529082495,-0.885889849118836,0.375676886606364,0.940975848906561
s_Orrella_dioscoreae,1131.7584682879,-0.00974455173144524,0.0723986796887233,-0.134595710492812,0.892931533277036,0.977829724446454
s_Cytophagales_bacterium_TFI_002,1069.45067569558,-0.119749879620728,0.158928136256464,-0.753484451786979,0.451158851051164,0.940975848906561
s_Cupriavidus_sp._NH9,1113.45272781837,0.114741564112391,0.0695523999001266,1.64971394627868,0.0990014564003424,0.940975848906561
s_Streptococcus_mutans,958.03632890934,-0.380208982518019,0.26729772085423,-1.42241759975711,0.154905056868826,0.940975848906561
s_Streptomyces_sp._Sge12,1086.21176763507,-0.000936538237245359,0.0708832950570024,-0.0132123970322235,0.989458339102801,0.998220228497415
s_Bacillus_safensis,981.985846371425,-0.24581119025993,0.285035229941525,-0.862388801238211,0.388473600998989,0.940975848906561
s_Desulfovibrio_hydrothermalis,1040.78103555435,-0.036170769391279,0.100688596647768,-0.359234020490054,0.719420028217506,0.957921477468941
s_Rivularia_sp._PCC_7116,1027.10032727936,-0.326725832363933,0.220927949116631,-1.47887957893209,0.139172502103157,0.940975848906561
s_Gramella_forsetii,1015.59319204771,-0.0201095138436859,0.0818077343282164,-0.245814335390412,0.805825959456129,0.968030573834093
s_Bordetella_flabilis,1065.69906972597,0.00131833364494258,0.0606737650672797,0.0217282320205563,0.982664743190198,0.997863337051971
s_Shewanella_baltica,1020.30150137262,-0.086815623070241,0.185004119037277,-0.469263190041452,0.638881523030959,0.95784289820285
s_Vibrio_coralliilyticus,972.429579689639,-0.179562195291924,0.170873383158521,-1.0508494182815,0.2933277547169,0.940975848906561
s_Treponema_pedis,967.876509224296,0.0515979048239073,0.0938261180023207,0.549931148410415,0.582366598929936,0.957333030388853
s_Nocardioides_sp._78,1003.35041456614,-0.0603744314463236,0.0727627872340096,-0.829743248456876,0.406683963612192,0.940975848906561
s_Sedimenticola_thiotaurini,964.066388640421,-0.00593486172648942,0.0886862152120754,-0.0669197767916624,0.946645568726,0.991944552835904
s_Histophilus_somni,885.393625180198,-0.250887975315892,0.160768295570348,-1.56055629268091,0.118628478144607,0.940975848906561
s_Capnocytophaga_stomatis,948.324612138541,-0.110038963973442,0.105887325289252,-1.03920807965306,0.298707973623795,0.940975848906561
s_Meiothermus_silvanus,960.743511546237,0.0709841490362484,0.0671361187295954,1.05731684195436,0.290367009344231,0.940975848906561
s_Caldicellulosiruptor_saccharolyticus,825.034040909314,-0.423647387791226,0.248873754846971,-1.70225819131359,0.0887069785296278,0.940975848906561
s_Flavobacterium_commune,897.415371933343,-0.0332820596947371,0.0945739793133816,-0.351915610788177,0.724901551445504,0.957921477468941
s_Virgibacillus_phasianinus,852.086352707478,-0.258837865404316,0.151261326941889,-1.71119658036423,0.0870448297550633,0.940975848906561
s_Woeseia_oceani,884.285606229964,-0.0880738743573703,0.16491667507533,-0.534050752097325,0.593306421117731,0.95784289820285
