,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
s_Rubrivivax_gelatinosus,1702.87031933574,0.339654938365133,0.153101532174424,2.21849470440422,0.026521120262111,0.313474285340487
s_Pseudoxanthomonas_suwonensis,1701.50265273601,0.174023503095964,0.0797889422119719,2.18104787795836,0.0291798754043692,0.313474285340487
s_[Clostridium]_cellulosi,1763.65972074157,-0.379032369350775,0.170839468002572,-2.21864639232586,0.0265107907373621,0.313474285340487
s_Geobacter_sulfurreducens,1639.8471788832,0.20780790250367,0.0681439261006945,3.0495440224063,0.00229189041128546,0.313474285340487
s_Spirosoma_radiotolerans,1609.03610949557,0.400370054139543,0.187712645061367,2.13288803217627,0.0329339123335056,0.313474285340487
s_Spirosoma_aerolatum,1635.42479962965,0.363711010442711,0.176386320618995,2.06201370472685,0.0392064312220056,0.313474285340487
s_Filimonas_lacunae,1622.92745800946,0.241800632630127,0.115082846305999,2.10110055835074,0.0356321399071067,0.313474285340487
s_Capnocytophaga_sputigena,1625.31081456945,0.333952427089479,0.118580425994699,2.81625255001538,0.00485874558300814,0.313474285340487
s_Streptomyces_albus_group,1595.82267702691,0.119135777846255,0.0522094914475348,2.28187968400295,0.0224964445932667,0.313474285340487
s_Streptomyces_albus,1592.85536725087,0.120391416778992,0.0523729748986579,2.29873168388754,0.0215201802082873,0.313474285340487
s_Sphingobacterium_sp._PM2-P1-29,1623.83922430223,0.497067145528641,0.188595800024671,2.63562150092217,0.00839833528612661,0.313474285340487
s_Stenotrophomonas_rhizophila,1682.1557311941,0.2056558848479,0.0956693959194122,2.14965175510396,0.0315827712967271,0.313474285340487
s_Mycobacterium_kansasii,1610.59975259551,0.24354505444082,0.104152840419042,2.33834289550775,0.0193694674801819,0.313474285340487
s_Streptomyces_pactum,1613.5001712438,0.127073151011125,0.0564530242400022,2.25095382792763,0.0243884619119102,0.313474285340487
s_Streptomyces_bingchenggensis,1590.34714060024,0.123495098245768,0.0593876083268978,2.07947586584043,0.037573633796038,0.313474285340487
s_Pontibacter_korlensis,1486.03292059985,0.34629902974405,0.140776596950901,2.45991902947356,0.013896836465284,0.313474285340487
s_Azotobacter_chroococcum,1514.49330774478,0.146053203102407,0.0635956066511909,2.29659265463854,0.0216420180658331,0.313474285340487
s_Bradyrhizobium_japonicum,1483.3854953518,0.234947672945315,0.0925433846916141,2.53878409276082,0.0111238448211189,0.313474285340487
s_Agrobacterium_tumefaciens,1494.65188588753,0.182451614743554,0.0834678984648113,2.18588964259682,0.0288236801877572,0.313474285340487
s_Neorhizobium_galegae,1475.39749934643,0.200168114635381,0.0943866639924731,2.12072454061246,0.0339449900898818,0.313474285340487
s_Streptomyces_albulus,1476.29180282329,0.188579648555483,0.0845384353632732,2.23069717040693,0.0257011952023514,0.313474285340487
s_Verrucomicrobia_bacterium,1409.02437747668,0.259795535389958,0.119767466521479,2.169166159521,0.030070071308106,0.313474285340487
s_Chlorobium_limicola,1407.68869595877,0.471365012635054,0.198464390651971,2.37506089171253,0.0175460553773013,0.313474285340487
s_Paludisphaera_borealis,1421.6298000383,0.270920932738132,0.122949165450739,2.2035198998295,0.0275581259646044,0.313474285340487
s_Lactobacillus_helveticus,1629.45481186995,-0.686616664890683,0.308262474617909,-2.22737673711905,0.0259221058171219,0.313474285340487
s_Chryseobacterium_taklimakanense,1385.765595776,0.355246148517374,0.133281350060788,2.66538527975108,0.00769001641659007,0.313474285340487
s_Jiangella_sp._DSM_45060,1337.18503208181,0.190028729311906,0.085411091640899,2.22487180132131,0.026089845527355,0.313474285340487
s_Sandaracinus_amylolyticus,1346.14871727783,0.356084788611694,0.170444086370044,2.08915895056995,0.0366934172222601,0.313474285340487
s_Bradyrhizobium_sp.,1259.56341039747,0.330272700633977,0.160127127226071,2.06256557745953,0.0391539210517644,0.313474285340487
s_Desulfurispirillum_indicum,1351.31094713504,0.223607314368909,0.0994357883407675,2.24876091495955,0.0245277112919557,0.313474285340487
s_Vulgatibacter_incomptus,1318.85461259526,0.30023904752083,0.119731362853852,2.50760569632296,0.0121552222165211,0.313474285340487
s_Amycolatopsis_sp._AA4,1310.85381290007,0.279004892162551,0.119823675497369,2.32846214243092,0.0198875772239743,0.313474285340487
s_Lactobacillus_plantarum,1541.25488094771,-0.591567626779588,0.264978398702074,-2.23251264886958,0.0255811001796436,0.313474285340487
s_Chromobacterium_violaceum,1247.65278138313,0.18437304147794,0.061944144647834,2.97644018698041,0.00291615960644037,0.313474285340487
s_Variovorax_boronicumulans,1235.79249550062,0.256110241506012,0.121493098216541,2.10802296809929,0.0350290027648308,0.313474285340487
s_Streptococcus_anginosus,1383.87589702582,-0.509346540274185,0.241883031004723,-2.10575557185009,0.0352255898690208,0.313474285340487
s_Capnocytophaga_gingivalis,1179.39596231248,0.457236615354549,0.202988370371909,2.25252616451284,0.0242890411838067,0.313474285340487
s_Staphylococcus_epidermidis,1426.34525542247,-0.500805925747259,0.232643401881081,-2.15267624913452,0.0313441313679347,0.313474285340487
s_Aeromonas_salmonicida,1195.60443951509,0.161656894384972,0.0573157168982697,2.82046362033469,0.00479543105860108,0.313474285340487
s_Streptomyces_sp._CNQ-509,1173.78106241035,0.138693386253496,0.0649974809765923,2.13382709867546,0.0328569367847559,0.313474285340487
s_Mesorhizobium_ciceri,1255.96947371394,0.265937929578087,0.122690982664979,2.16754258382835,0.0301935063359052,0.313474285340487
s_Azorhizobium_caulinodans,1183.75920042242,0.202084132192142,0.0787528686696415,2.56605423530487,0.0102862743328385,0.313474285340487
s_Pedobacter_cryoconitis,1152.3130155035,0.292551642205775,0.129466286209558,2.2596743196313,0.0238414712595703,0.313474285340487
s_Chromobacterium_vaccinii,1221.93374602344,0.248167707897512,0.10139234702348,2.44759802078594,0.0143812001618442,0.313474285340487
s_Frankia_alni,1220.23867404212,0.215400630509577,0.0979201421545539,2.19975814750754,0.027824058830042,0.313474285340487
s_Kibdelosporangium_sp._MJ126-NF4,1165.81821532199,0.177196037398782,0.0841292304378803,2.10623628049969,0.0351838331393348,0.313474285340487
s_Pannonibacter_phragmitetus,1147.08573021299,0.116444691803,0.0539420155035844,2.1587011667234,0.030873358219106,0.313474285340487
s_Bradyrhizobium_sp._SK17,1188.49332625009,0.355291128605861,0.144469888936037,2.45927460194258,0.013921808656656,0.313474285340487
s_Cupriavidus_necator,1156.64053397556,0.206538331478374,0.0682000101565904,3.02842083167074,0.00245835480789684,0.313474285340487
s_Candidatus_Fluviicola_riflensis,1123.56361846072,0.395661513356103,0.177168406703493,2.23325095437742,0.025532399846341,0.313474285340487
s_Niabella_ginsenosidivorans,1127.92922478968,0.195697553366198,0.0948377855183355,2.06349771134589,0.0390653650233083,0.313474285340487
s_Mesorhizobium_amorphae,1144.07610637086,0.371801103802176,0.150651935328919,2.46794774318976,0.0135890155991595,0.313474285340487
s_Acidobacterium_capsulatum,1083.81658610176,0.166628711796318,0.0741284923148802,2.24783624478046,0.0245866337701169,0.313474285340487
s_Hyphomicrobium_denitrificans,1170.94841162079,0.370220559024045,0.177292163927489,2.0881947110503,0.036780274219288,0.313474285340487
s_Bradyrhizobium_lablabi,1098.26785898886,0.15456950862735,0.0640503024650681,2.4132518142541,0.0158108917480279,0.313474285340487
s_Rhodoferax_koreense,1137.31134902748,0.265523431360994,0.112828360290139,2.35333945010101,0.0186056405759626,0.313474285340487
s_Tetragenococcus_halophilus,1346.94565963761,-0.648361259278337,0.223541636234629,-2.90040490979415,0.00372680895263347,0.313474285340487
s_Caulobacter_mirabilis,1099.3252115777,0.238072330038237,0.114655581428005,2.076412914863,0.0378557778024309,0.313474285340487
s_Marichromatium_purpuratum,1063.07762898096,0.260747954960055,0.12342577875562,2.11258910082576,0.0346359523982177,0.313474285340487
s_Sphaerobacter_thermophilus,1129.55044872372,0.129158154923663,0.0621700768856228,2.07749710783343,0.0377557018989147,0.313474285340487
s_Starkeya_novella,1085.69468056268,0.249254113509743,0.104778091408135,2.37887625323161,0.0173655045423392,0.313474285340487
s_Arthrobacter_sp._QXT-31,1071.65734826579,0.229513928243726,0.101298863434492,2.2657107934103,0.0234690962604335,0.313474285340487
s_Phaeobacter_piscinae,1072.90320711381,0.247117236991738,0.0958003901381555,2.5795013635682,0.00989430679243514,0.313474285340487
s_Streptomyces_glaucescens,1077.50899450564,0.208180117871336,0.0898468845549841,2.31705438538534,0.0205007693761786,0.313474285340487
s_Mycobacterium_rutilum,1015.36157716981,0.290629486679737,0.138389117812112,2.10008916361703,0.0357209983869023,0.313474285340487
s_Enterococcus_cecorum,1227.15598636421,-0.479701238923837,0.22468616600567,-2.13498341910259,0.0327623645304875,0.313474285340487
s_Lysobacter_gummosus,998.316700477395,0.313792503394463,0.141969843315935,2.2102757604385,0.0270860298313433,0.313474285340487
s_Sphingomonas_sp._MM-1,1006.97351549641,0.235171830397858,0.113412539837827,2.07359636539433,0.0381168130467176,0.313474285340487
s_Turneriella_parva,953.430248413032,0.417174487193334,0.202039122215518,2.06482033092743,0.0389400034393525,0.313474285340487
s_Klebsiella_aerogenes,982.12406175134,-0.234564236227675,0.101717872693404,-2.30602774140483,0.0211090822894679,0.313474285340487
s_Achromobacter_spanius,995.68378398456,0.144512794397985,0.0699083198980577,2.0671759042231,0.0387175818334385,0.313474285340487
s_Kocuria_flava,1034.78659228315,0.251691630769646,0.122086432269222,2.06158560039351,0.0392472061223266,0.313474285340487
s_Chelatococcus_sp._CO-6,968.506165340925,0.288003203992059,0.137549897130619,2.09380893770184,0.0362770036733906,0.313474285340487
s_Sphingomonas_sanxanigenens,995.07278932741,0.201846044167656,0.0882575769458143,2.28701094175267,0.0221951844468469,0.313474285340487
s_Aureimonas_sp._AU20,983.467702128911,0.160534678212064,0.0775086087708689,2.0711851335977,0.0383414983454996,0.313474285340487
s_Bosea_vaviloviae,972.846265417635,0.308412180877823,0.136610991575252,2.25759419005413,0.02397097121095,0.313474285340487
s_Verminephrobacter_eiseniae,958.104360263999,0.300153735940695,0.110415064138591,2.7184129111581,0.00655959214208319,0.313474285340487
s_Streptococcus_salivarius,1120.48620103574,-0.458257225603241,0.205744891909945,-2.22730791199336,0.0259267021124243,0.313474285340487
s_Deinococcus_peraridilitoris,925.548454794317,0.212362978733814,0.103000162761394,2.06177323453135,0.039229330433325,0.313474285340487
s_Gordonia_bronchialis,940.442223888145,0.340632900193591,0.124412270022549,2.73793654059888,0.00618260047624198,0.313474285340487
s_Sphingopyxis_fribergensis,906.357407386419,0.355478924145536,0.15288622166005,2.32512073544444,0.0200655051843378,0.313474285340487
s_Chloracidobacterium_thermophilum,963.235001951474,0.296637504559724,0.123551391250471,2.40092403296666,0.0163537311437006,0.313474285340487
s_Algoriphagus_sp._M8-2,946.834025976257,0.308505286698187,0.142971554193398,2.15780886232006,0.0309426955709456,0.313474285340487
s_Bordetella_petrii,893.636705003676,0.201060376535637,0.0916649968515498,2.1934258816509,0.0282767092849823,0.313474285340487
s_Amycolatopsis_sp._BJA-103,888.209504395588,0.149554132263918,0.0696309891983652,2.14780996199648,0.0317288553112812,0.313474285340487
s_Frankia_symbiont_of_Datisca_glomerata,924.062122038877,0.185795418975521,0.0739452839768684,2.51260674086588,0.0119842844357742,0.313474285340487
s_Halomonas_sp._HG01,884.974816315109,0.1903631212132,0.0698666788881896,2.72466251784839,0.0064367243250623,0.313474285340487
s_Leuconostoc_mesenteroides,1004.25439742719,-0.356224406709053,0.164901347054186,-2.16022739093817,0.0307550707136562,0.313474285340487
s_Finegoldia_magna,989.556009039705,-0.365125246606261,0.173832001032376,-2.10044896473496,0.0356893655721475,0.313474285340487
s_Mesorhizobium_sp._B7,888.489273149803,0.230895172734345,0.0993533583756275,2.32397954643259,0.0201265902980341,0.313474285340487
s_Streptomyces_iranensis,936.357277172238,0.187423739433891,0.0885079692602992,2.11759168129464,0.0342096633043088,0.313474285340487
s_Streptomyces_sp._SirexAA-E,883.19277124944,0.122561151627961,0.0575352144288149,2.13019370562353,0.0331556245116213,0.313474285340487
s_Aromatoleum_aromaticum,875.14249309589,0.342864483459757,0.164045746488383,2.09005409039384,0.036612941062508,0.313474285340487
s_Wenzhouxiangella_marina,909.784583769465,0.3267670000158,0.14091040438203,2.31896999692006,0.0203966632058698,0.313474285340487
s_Micromonospora_inositola,870.576548282325,0.162076054883415,0.0699617442868945,2.31663827903981,0.0205234443327603,0.313474285340487
s_Burkholderia_oklahomensis,905.604546506323,0.28224618603783,0.1225166973829,2.30373648708248,0.0212374403229783,0.313474285340487
s_Burkholderia_sp._AD24,887.283894401252,0.236204366129841,0.112336325719837,2.10265347932891,0.0354960714080948,0.313474285340487
s_Melissococcus_plutonius,1023.27928350715,-0.528108955125309,0.218107744496162,-2.42132142691799,0.0154641968112783,0.313474285340487
s_Achromobacter_insolitus,853.952250459276,0.179526427014594,0.0857652353961333,2.09323073836848,0.0363285620511788,0.313474285340487
s_Cupriavidus_metallidurans,842.2582926268,0.222324916455388,0.106107443795374,2.09528105195086,0.0361460158331076,0.313474285340487
s_Alcanivorax_pacificus,851.611007010997,0.229323823787448,0.0847546751551812,2.70573656695124,0.00681530863411706,0.313474285340487
s_Kozakia_baliensis,819.465283086542,0.334235647918862,0.137458765394893,2.43153390006572,0.0150350412816034,0.313474285340487
s_Comamonas_kerstersii,870.683032092975,0.275637477502333,0.11789727871546,2.33794605359443,0.0193900468041909,0.313474285340487
s_Ensifer_sojae,839.632897018608,0.369218200529669,0.151785622633772,2.43249784876212,0.0149950805882576,0.313474285340487
s_Prosthecochloris_aestuarii,817.249733878293,0.270711665382867,0.127940939859887,2.11591118276396,0.034352362161681,0.313474285340487
s_Pseudomonas_sp._ATCC_13867,834.123508019402,0.202256278739306,0.0932867019190581,2.16811479641329,0.030149953332855,0.313474285340487
s_Chelativorans_sp._BNC1,807.083767451527,0.280152508855413,0.106162732627377,2.63889692665247,0.00831762658721643,0.313474285340487
s_Brachybacterium_sp._P6-10-X1,838.335159037614,0.175207369133641,0.0782489829800746,2.23910091174291,0.0251493509674573,0.313474285340487
s_Agrobacterium_sp._RAC06,826.583131380162,0.293533743457536,0.129879452102581,2.26004759571743,0.0238182970218096,0.313474285340487
s_Halotalea_alkalilenta,781.371236584287,0.255530317196699,0.102124500112775,2.50214509656861,0.0123443321930714,0.313474285340487
s_Hydrogenophaga_sp._RAC07,829.091895944189,0.152959911261906,0.0741474822952665,2.06291443117106,0.0391207587689332,0.313474285340487
s_Rubinisphaera_brasiliensis,809.847057481907,0.210294687414974,0.0906419840383084,2.32005830020332,0.0203377237313128,0.313474285340487
s_Salmonella_bongori,829.167619133514,-0.124543031711131,0.0603312109245254,-2.06432176319044,0.0389872188973424,0.313474285340487
s_uncultured_Desulfobacterium_sp.,759.502646343408,-0.493607426960756,0.193595803380293,-2.54968040805684,0.0107821709066527,0.313474285340487
s_Streptomyces_pratensis,774.383861182228,0.134822043460353,0.0613423478056276,2.19786246016466,0.0279589087709116,0.313474285340487
s_Sphingomonas_indica,786.410256399921,0.411260971631957,0.185419264133302,2.21800562931958,0.0265544485929109,0.313474285340487
s_Tessaracoccus_flavus,830.664172923603,0.182362781788535,0.0871891708506467,2.09157605249991,0.036476456599789,0.313474285340487
s_Acidovorax_sp._KKS102,802.168279624027,0.184531361185423,0.0847231943101131,2.17805009228029,0.0294023076075194,0.313474285340487
s_Mycobacterium_vaccae,769.960802129622,0.21595386159069,0.0920852535286592,2.34515140389421,0.0190193545383214,0.313474285340487
s_Pseudoxanthomonas_spadix,745.576642382929,0.202578887636654,0.0802742011462175,2.52358646668637,0.0116164488849905,0.313474285340487
s_Xanthomonas_sacchari,727.730103595561,0.227023500242781,0.0799879023574117,2.83822295062029,0.00453654829857172,0.313474285340487
s_Mycobacterium_sinense,753.738006773661,0.211192603375725,0.0941978834331687,2.24201007154859,0.0249607213867907,0.313474285340487
s_Pediococcus_pentosaceus,936.166767808438,-0.573906708997371,0.211800655363465,-2.70965501977558,0.00673532223488825,0.313474285340487
s_Sphingopyxis_sp._113P3,758.367228373867,0.346875857288915,0.150099849973494,2.31096738171404,0.0208346566448806,0.313474285340487
s_Caulobacter_henricii,698.153239391632,0.196505152700919,0.071497242549046,2.74842980924921,0.00598814545810431,0.313474285340487
s_Mycobacterium_tuberculosis,786.002648993745,0.170964835972258,0.0646249468030929,2.64549286969897,0.00815720061578997,0.313474285340487
s_Pusillimonas_sp._T7-7,720.718682069578,0.326187252974202,0.141784494642721,2.30058479804969,0.0214151111237176,0.313474285340487
s_Paenibacillus_sp._IHBB_10380,817.580943692727,-0.717537093132766,0.317779039847293,-2.25797489185434,0.0239472248440187,0.313474285340487
s_Tessaracoccus_flavescens,717.525054648068,0.227687442867284,0.109646537649373,2.0765584372156,0.0378423323361494,0.313474285340487
s_Sulfitobacter_sp._AM1-D1,713.823195734117,0.146972176433974,0.0660775168298007,2.22423879536119,0.026132382149966,0.313474285340487
s_Comamonas_aquatica,726.207929956139,0.152265230152267,0.0660291440717365,2.30603065196243,0.0211089196683156,0.313474285340487
s_Pseudomonas_fulva,737.067411646149,0.246572387159851,0.0938944675624306,2.62605873978576,0.00863799094194684,0.313474285340487
s_Rhodococcus_sp._PBTS_2,726.828298695488,0.38926514290814,0.183058209707182,2.12645553308319,0.033465348024415,0.313474285340487
s_Corynebacterium_timonense,745.90481423754,0.321358423226922,0.143968771624508,2.23213978698847,0.0256057255335293,0.313474285340487
s_Ammonifex_degensii,696.832355982378,-0.204047897079675,0.0964293409862172,-2.11603537878414,0.0343417987287627,0.313474285340487
s_Rhodoferax_antarcticus,683.82558356947,0.252127731869661,0.109826375099472,2.29569383166205,0.0216933933907974,0.313474285340487
s_Lactobacillus_brevis,793.850036186346,-0.461194579478159,0.211395918564594,-2.18166264802902,0.0291344395451512,0.313474285340487
s_Mesorhizobium_opportunistum,711.78988462774,0.268382870172745,0.114499995212396,2.34395529602336,0.0190804582024338,0.313474285340487
s_Janibacter_indicus,694.297670806351,0.299252020847757,0.144161541352321,2.07581035857827,0.0379114939503122,0.313474285340487
s_Rhodococcus_sp._MTM3W5.2,722.727414981946,0.316159365224476,0.127482439593587,2.48002286614839,0.0131373957546724,0.313474285340487
s_uncultured_bacterium_DCM003Cefta01,601.11338283087,0.674517568382418,0.295727248820642,2.28087729849849,0.0225557086416754,0.313474285340487
s_Saccharomonospora_viridis,678.55297620568,0.239977094932459,0.116103936834243,2.06691608808292,0.038742061511566,0.313474285340487
s_Bacillus_cohnii,788.692579967014,-0.447937828740099,0.192711723855164,-2.32439324281462,0.0201044273960716,0.313474285340487
s_Lactobacillus_crispatus,770.362515917243,-0.765231601796178,0.344212755498628,-2.2231355159621,0.0262066634218971,0.313474285340487
s_Halomonas_subglaciescola,740.344591442235,0.300017383626168,0.132545537470803,2.26350422165103,0.0236046246659654,0.313474285340487
s_Streptococcus_parauberis,800.373022176305,-0.558718429730262,0.258316850319288,-2.16291902382546,0.0305474083103176,0.313474285340487
s_Gillisia_sp._Hel1_33_143,738.864515448,0.231927131030551,0.0918089688995532,2.52619252574657,0.0115306272522177,0.313474285340487
s_Methylocaldum_marinum,661.218208798293,0.183247128599585,0.0690396792598355,2.65422914133077,0.00794898276032277,0.313474285340487
s_Nonlabens_sp._Hel1_33_55,588.538773592998,0.389288744915361,0.136409825997063,2.85381747297106,0.00431973425060444,0.313474285340487
s_Mycobacterium_sp._EPa45,664.328024247958,0.230239791962677,0.10818908586364,2.12812401662094,0.0333268025516677,0.313474285340487
s_Erysipelothrix_rhusiopathiae,760.432345472523,-0.556850007878772,0.266994570409813,-2.0856229661302,0.0370127893326023,0.313474285340487
s_Burkholderia_sp._CCGE1003,678.543200456272,0.260429527052666,0.112500522847058,2.31491837070583,0.0206173997922071,0.313474285340487
s_Carnobacterium_maltaromaticum,797.219017842343,-0.5053888760087,0.190746406117558,-2.64953288659722,0.00806031271310375,0.313474285340487
s_Marinilactibacillus_sp._15R,807.94110818109,-0.507454952718776,0.240636392487749,-2.10880385744069,0.0349615155191755,0.313474285340487
s_Rhodococcus_aetherivorans,696.269253319048,0.229676262795979,0.0998453030076861,2.30032115560106,0.0214300319882021,0.313474285340487
