OTUs,Domain,Phylum,Class,Order,Family,Genus,Species
8991,8991,8991,8991,8991,8991,8991,1635
8993,8993,8993,8993,8993,8993,8993,1636
8995,8995,8995,8995,8995,8995,8995,1637
8997,8997,8997,8997,8997,8997,8997,1638
9002,9002,9002,9002,9002,9002,9002,1639
9004,9004,9004,9004,9004,9004,9004,1640
9006,9006,9006,9006,9006,9006,9006,1641
9011,9011,9011,9011,9011,9011,9011,1642
9012,9012,9012,9012,9012,9012,9012,1643
9014,9014,9014,9014,9014,9014,9014,1644
9022,9022,9022,9022,9022,9022,9022,1645
9026,9026,9026,9026,9026,9026,9026,1646
9034,9034,9034,9034,9034,9034,9034,1647
9040,9040,9040,9040,9040,9040,9040,1648
9047,9047,9047,9047,9047,9047,9047,1649
9061,9061,9061,9061,9061,9061,9061,1650
9064,9064,9064,9064,9064,9064,9064,1651
9066,9066,9066,9066,9066,9066,9066,1652
9072,9072,9072,9072,9072,9072,9072,1653
9082,9082,9082,9082,9082,9082,9082,1654
9083,9083,9083,9083,9083,9083,9083,1655
9085,9085,9085,9085,9085,9085,9085,1656
9087,9087,9087,9087,9087,9087,9087,1657
9090,9090,9090,9090,9090,9090,9090,1658
9091,9091,9091,9091,9091,9091,9091,1659
9095,9095,9095,9095,9095,9095,9095,1660
9096,9096,9096,9096,9096,9096,9096,1661
9099,9099,9099,9099,9099,9099,9099,1662
9101,9101,9101,9101,9101,9101,9101,1663
9103,9103,9103,9103,9103,9103,9103,1664
9106,9106,9106,9106,9106,9106,9106,1665
9118,9118,9118,9118,9118,9118,9118,1666
9119,9119,9119,9119,9119,9119,9119,1667
9120,9120,9120,9120,9120,9120,9120,1668
9125,9125,9125,9125,9125,9125,9125,1669
9132,9132,9132,9132,9132,9132,9132,1670
9135,9135,9135,9135,9135,9135,9135,1671
9138,9138,9138,9138,9138,9138,9138,1672
9139,9139,9139,9139,9139,9139,9139,1673
9141,9141,9141,9141,9141,9141,9141,1674
9145,9145,9145,9145,9145,9145,9145,1675
9150,9150,9150,9150,9150,9150,9150,1676
9152,9152,9152,9152,9152,9152,9152,1677
9154,9154,9154,9154,9154,9154,9154,1678
9158,9158,9158,9158,9158,9158,9158,1679
9159,9159,9159,9159,9159,9159,9159,1680
9168,9168,9168,9168,9168,9168,9168,1681
9169,9169,9169,9169,9169,9169,9169,1682
9172,9172,9172,9172,9172,9172,9172,1683
9187,9187,9187,9187,9187,9187,9187,1684
9189,9189,9189,9189,9189,9189,9189,1685
9192,9192,9192,9192,9192,9192,9192,1686
9195,9195,9195,9195,9195,9195,9195,1687
9197,9197,9197,9197,9197,9197,9197,1688
9199,9199,9199,9199,9199,9199,9199,1689
9208,9208,9208,9208,9208,9208,9208,1690
9220,9220,9220,9220,9220,9220,9220,1691
9224,9224,9224,9224,9224,9224,9224,1692
9229,9229,9229,9229,9229,9229,9229,1693
9230,9230,9230,9230,9230,9230,9230,1694
9234,9234,9234,9234,9234,9234,9234,1695
9236,9236,9236,9236,9236,9236,9236,1696
9237,9237,9237,9237,9237,9237,9237,1697
9238,9238,9238,9238,9238,9238,9238,1698
9241,9241,9241,9241,9241,9241,9241,1699
9243,9243,9243,9243,9243,9243,9243,1700
9247,9247,9247,9247,9247,9247,9247,1701
9250,9250,9250,9250,9250,9250,9250,1702
9259,9259,9259,9259,9259,9259,9259,1703
9261,9261,9261,9261,9261,9261,9261,1704
9262,9262,9262,9262,9262,9262,9262,1705
9264,9264,9264,9264,9264,9264,9264,1706
9267,9267,9267,9267,9267,9267,9267,1707
9273,9273,9273,9273,9273,9273,9273,1708
9277,9277,9277,9277,9277,9277,9277,1709
9287,9287,9287,9287,9287,9287,9287,1710
9292,9292,9292,9292,9292,9292,9292,1711
9295,9295,9295,9295,9295,9295,9295,1712
9296,9296,9296,9296,9296,9296,9296,1713
9297,9297,9297,9297,9297,9297,9297,1714
9300,9300,9300,9300,9300,9300,9300,1715
9301,9301,9301,9301,9301,9301,9301,1716
9302,9302,9302,9302,9302,9302,9302,1717
9306,9306,9306,9306,9306,9306,9306,1718
9313,9313,9313,9313,9313,9313,9313,1719
9318,9318,9318,9318,9318,9318,9318,1720
9321,9321,9321,9321,9321,9321,9321,1721
9330,9330,9330,9330,9330,9330,9330,1722
9331,9331,9331,9331,9331,9331,9331,1723
9341,9341,9341,9341,9341,9341,9341,1724
9347,9347,9347,9347,9347,9347,9347,1725
9360,9360,9360,9360,9360,9360,9360,1726
9362,9362,9362,9362,9362,9362,9362,1727
9376,9376,9376,9376,9376,9376,9376,1728
9384,9384,9384,9384,9384,9384,9384,1729
9425,9425,9425,9425,9425,9425,9425,1730
9427,9427,9427,9427,9427,9427,9427,1731
9451,9451,9451,9451,9451,9451,9451,1732
9453,9453,9453,9453,9453,9453,9453,1733
9454,9454,9454,9454,9454,9454,9454,1734
9469,9469,9469,9469,9469,9469,9469,1735
9471,9471,9471,9471,9471,9471,9471,1736
9472,9472,9472,9472,9472,9472,9472,1737
9474,9474,9474,9474,9474,9474,9474,1738
9480,9480,9480,9480,9480,9480,9480,1739
9482,9482,9482,9482,9482,9482,9482,1740
9497,9497,9497,9497,9497,9497,9497,1741
9499,9499,9499,9499,9499,9499,9499,1742
9513,9513,9513,9513,9513,9513,9513,1743
9515,9515,9515,9515,9515,9515,9515,1744
9518,9518,9518,9518,9518,9518,9518,1745
9524,9524,9524,9524,9524,9524,9524,1746
9526,9526,9526,9526,9526,9526,9526,1747
9527,9527,9527,9527,9527,9527,9527,1748
9528,9528,9528,9528,9528,9528,9528,1749
9530,9530,9530,9530,9530,9530,9530,1750
9533,9533,9533,9533,9533,9533,9533,1751
9535,9535,9535,9535,9535,9535,9535,1752
9536,9536,9536,9536,9536,9536,9536,1753
9537,9537,9537,9537,9537,9537,9537,1754
9538,9538,9538,9538,9538,9538,9538,1755
9540,9540,9540,9540,9540,9540,9540,1756
9541,9541,9541,9541,9541,9541,9541,1757
9542,9542,9542,9542,9542,9542,9542,1758
9546,9546,9546,9546,9546,9546,9546,1759
9549,9549,9549,9549,9549,9549,9549,1760
9550,9550,9550,9550,9550,9550,9550,1761
9551,9551,9551,9551,9551,9551,9551,1762
9554,9554,9554,9554,9554,9554,9554,1763
9555,9555,9555,9555,9555,9555,9555,1764
9559,9559,9559,9559,9559,9559,9559,1765
9561,9561,9561,9561,9561,9561,9561,1766
9563,9563,9563,9563,9563,9563,9563,1767
9565,9565,9565,9565,9565,9565,9565,1768
9569,9569,9569,9569,9569,9569,9569,1769
9573,9573,9573,9573,9573,9573,9573,1770
9574,9574,9574,9574,9574,9574,9574,1771
9575,9575,9575,9575,9575,9575,9575,1772
9577,9577,9577,9577,9577,9577,9577,1773
9580,9580,9580,9580,9580,9580,9580,1774
9582,9582,9582,9582,9582,9582,9582,1775
9584,9584,9584,9584,9584,9584,9584,1776
9589,9589,9589,9589,9589,9589,9589,1777
9591,9591,9591,9591,9591,9591,9591,1778
9594,9594,9594,9594,9594,9594,9594,1779
9598,9598,9598,9598,9598,9598,9598,1780
9599,9599,9599,9599,9599,9599,9599,1781
9601,9601,9601,9601,9601,9601,9601,1782
9603,9603,9603,9603,9603,9603,9603,1783
9604,9604,9604,9604,9604,9604,9604,1784
9606,9606,9606,9606,9606,9606,9606,1785
9609,9609,9609,9609,9609,9609,9609,1786
9611,9611,9611,9611,9611,9611,9611,1787
9612,9612,9612,9612,9612,9612,9612,1788
9614,9614,9614,9614,9614,9614,9614,1789
9615,9615,9615,9615,9615,9615,9615,1790
9618,9618,9618,9618,9618,9618,9618,1791
9621,9621,9621,9621,9621,9621,9621,1792
9623,9623,9623,9623,9623,9623,9623,1793
9629,9629,9629,9629,9629,9629,9629,1794
9630,9630,9630,9630,9630,9630,9630,1795
9631,9631,9631,9631,9631,9631,9631,1796
9632,9632,9632,9632,9632,9632,9632,1797
9633,9633,9633,9633,9633,9633,9633,1798
9635,9635,9635,9635,9635,9635,9635,1799
9637,9637,9637,9637,9637,9637,9637,1800
9644,9644,9644,9644,9644,9644,9644,1801
9645,9645,9645,9645,9645,9645,9645,1802
9651,9651,9651,9651,9651,9651,9651,1803
9655,9655,9655,9655,9655,9655,9655,1804
9658,9658,9658,9658,9658,9658,9658,1805
9659,9659,9659,9659,9659,9659,9659,1806
9661,9661,9661,9661,9661,9661,9661,1807
9663,9663,9663,9663,9663,9663,9663,1808
9672,9672,9672,9672,9672,9672,9672,1809
9681,9681,9681,9681,9681,9681,9681,1810
9682,9682,9682,9682,9682,9682,9682,1811
9693,9693,9693,9693,9693,9693,9693,1812
9704,9704,9704,9704,9704,9704,9704,1813
9705,9705,9705,9705,9705,9705,9705,1814
9710,9710,9710,9710,9710,9710,9710,1815
9715,9715,9715,9715,9715,9715,9715,1816
9719,9719,9719,9719,9719,9719,9719,1817
9725,9725,9725,9725,9725,9725,9725,1818
9727,9727,9727,9727,9727,9727,9727,1819
9729,9729,9729,9729,9729,9729,9729,1820
9731,9731,9731,9731,9731,9731,9731,1821
9732,9732,9732,9732,9732,9732,9732,1822
9734,9734,9734,9734,9734,9734,9734,1823
9738,9738,9738,9738,9738,9738,9738,1824
9742,9742,9742,9742,9742,9742,9742,1825
9743,9743,9743,9743,9743,9743,9743,1826
9745,9745,9745,9745,9745,9745,9745,1827
9762,9762,9762,9762,9762,9762,9762,1828
9764,9764,9764,9764,9764,9764,9764,1829
9779,9779,9779,9779,9779,9779,9779,1830
9786,9786,9786,9786,9786,9786,9786,1831
9792,9792,9792,9792,9792,9792,9792,1832
9796,9796,9796,9796,9796,9796,9796,1833
9797,9797,9797,9797,9797,9797,9797,1834
9807,9807,9807,9807,9807,9807,9807,1835
9811,9811,9811,9811,9811,9811,9811,1836
9819,9819,9819,9819,9819,9819,9819,1837
9822,9822,9822,9822,9822,9822,9822,1838
9824,9824,9824,9824,9824,9824,9824,1839
9836,9836,9836,9836,9836,9836,9836,1840
9837,9837,9837,9837,9837,9837,9837,1841
9840,9840,9840,9840,9840,9840,9840,1842
9851,9851,9851,9851,9851,9851,9851,1843
9856,9856,9856,9856,9856,9856,9856,1844
9866,9866,9866,9866,9866,9866,9866,1845
9892,9892,9892,9892,9892,9892,9892,1846
9893,9893,9893,9893,9893,9893,9893,1847
9900,9900,9900,9900,9900,9900,9900,1848
9923,9923,9923,9923,9923,9923,9923,1849
9935,9935,9935,9935,9935,9935,9935,1850
9986,9986,9986,9986,9986,9986,9986,1851
9987,9987,9987,9987,9987,9987,9987,1852
9994,9994,9994,9994,9994,9994,9994,1853
10024,10024,10024,10024,10024,10024,10024,1854
10025,10025,10025,10025,10025,10025,10025,1855
10067,10067,10067,10067,10067,10067,10067,1856
10123,10123,10123,10123,10123,10123,10123,1857
10125,10125,10125,10125,10125,10125,10125,1858
10130,10130,10130,10130,10130,10130,10130,1859
10157,10157,10157,10157,10157,10157,10157,1860
10158,10158,10158,10158,10158,10158,10158,1861
10303,10303,10303,10303,10303,10303,10303,1862
10320,10320,10320,10320,10320,10320,10320,1863
10350,10350,10350,10350,10350,10350,10350,1864
10436,10436,10436,10436,10436,10436,10436,1865
10533,10533,10533,10533,10533,10533,10533,1866
10535,10535,10535,10535,10535,10535,10535,1867
10537,10537,10537,10537,10537,10537,10537,1868
10540,10540,10540,10540,10540,10540,10540,1869
10541,10541,10541,10541,10541,10541,10541,1870
10545,10545,10545,10545,10545,10545,10545,1871
10555,10555,10555,10555,10555,10555,10555,1872
10558,10558,10558,10558,10558,10558,10558,1873
10565,10565,10565,10565,10565,10565,10565,1874
10572,10572,10572,10572,10572,10572,10572,1875
10578,10578,10578,10578,10578,10578,10578,1876
10579,10579,10579,10579,10579,10579,10579,1877
10580,10580,10580,10580,10580,10580,10580,1878
10583,10583,10583,10583,10583,10583,10583,1879
10584,10584,10584,10584,10584,10584,10584,1880
10592,10592,10592,10592,10592,10592,10592,1881
10602,10602,10602,10602,10602,10602,10602,1882
10605,10605,10605,10605,10605,10605,10605,1883
10613,10613,10613,10613,10613,10613,10613,1884
10622,10622,10622,10622,10622,10622,10622,1885
10623,10623,10623,10623,10623,10623,10623,1886
10624,10624,10624,10624,10624,10624,10624,1887
10627,10627,10627,10627,10627,10627,10627,1888
10628,10628,10628,10628,10628,10628,10628,1889
10629,10629,10629,10629,10629,10629,10629,1890
10631,10631,10631,10631,10631,10631,10631,1891
10632,10632,10632,10632,10632,10632,10632,1892
10634,10634,10634,10634,10634,10634,10634,1893
10635,10635,10635,10635,10635,10635,10635,1894
10637,10637,10637,10637,10637,10637,10637,1895
10640,10640,10640,10640,10640,10640,10640,1896
10647,10647,10647,10647,10647,10647,10647,1897
10657,10657,10657,10657,10657,10657,10657,1898
10662,10662,10662,10662,10662,10662,10662,1899
10668,10668,10668,10668,10668,10668,10668,1900
10675,10675,10675,10675,10675,10675,10675,1901
10676,10676,10676,10676,10676,10676,10676,1902
10677,10677,10677,10677,10677,10677,10677,1903
10688,10688,10688,10688,10688,10688,10688,1904
10689,10689,10689,10689,10689,10689,10689,1905
10690,10690,10690,10690,10690,10690,10690,1906
10691,10691,10691,10691,10691,10691,10691,1907
10692,10692,10692,10692,10692,10692,10692,1908
10694,10694,10694,10694,10694,10694,10694,1909
10702,10702,10702,10702,10702,10702,10702,1910
10704,10704,10704,10704,10704,10704,10704,1911
10706,10706,10706,10706,10706,10706,10706,1912
10707,10707,10707,10707,10707,10707,10707,1913
10709,10709,10709,10709,10709,10709,10709,1914
10710,10710,10710,10710,10710,10710,10710,1915
10712,10712,10712,10712,10712,10712,10712,1916
10713,10713,10713,10713,10713,10713,10713,1917
10714,10714,10714,10714,10714,10714,10714,1918
10715,10715,10715,10715,10715,10715,10715,1919
10720,10720,10720,10720,10720,10720,10720,1920
10726,10726,10726,10726,10726,10726,10726,1921
10728,10728,10728,10728,10728,10728,10728,1922
10729,10729,10729,10729,10729,10729,10729,1923
10733,10733,10733,10733,10733,10733,10733,1924
10734,10734,10734,10734,10734,10734,10734,1925
10735,10735,10735,10735,10735,10735,10735,1926
10736,10736,10736,10736,10736,10736,10736,1927
10738,10738,10738,10738,10738,10738,10738,1928
10741,10741,10741,10741,10741,10741,10741,1929
10743,10743,10743,10743,10743,10743,10743,1930
10745,10745,10745,10745,10745,10745,10745,1931
10747,10747,10747,10747,10747,10747,10747,1932
10751,10751,10751,10751,10751,10751,10751,1933
10752,10752,10752,10752,10752,10752,10752,1934
10753,10753,10753,10753,10753,10753,10753,1935
10756,10756,10756,10756,10756,10756,10756,1936
10757,10757,10757,10757,10757,10757,10757,1937
10759,10759,10759,10759,10759,10759,10759,1938
10760,10760,10760,10760,10760,10760,10760,1939
10763,10763,10763,10763,10763,10763,10763,1940
10764,10764,10764,10764,10764,10764,10764,1941
10766,10766,10766,10766,10766,10766,10766,1942
10768,10768,10768,10768,10768,10768,10768,1943
10770,10770,10770,10770,10770,10770,10770,1944
10790,10790,10790,10790,10790,10790,10790,1945
10799,10799,10799,10799,10799,10799,10799,1946
10800,10800,10800,10800,10800,10800,10800,1947
10803,10803,10803,10803,10803,10803,10803,1948
10804,10804,10804,10804,10804,10804,10804,1949
10805,10805,10805,10805,10805,10805,10805,1950
10806,10806,10806,10806,10806,10806,10806,1951
10808,10808,10808,10808,10808,10808,10808,1952
10810,10810,10810,10810,10810,10810,10810,1953
10815,10815,10815,10815,10815,10815,10815,1954
10816,10816,10816,10816,10816,10816,10816,1955
10822,10822,10822,10822,10822,10822,10822,1956
10825,10825,10825,10825,10825,10825,10825,1957
10826,10826,10826,10826,10826,10826,10826,1958
10829,10829,10829,10829,10829,10829,10829,1959
10843,10843,10843,10843,10843,10843,10843,1960
10844,10844,10844,10844,10844,10844,10844,1961
10848,10848,10848,10848,10848,10848,10848,1962
10849,10849,10849,10849,10849,10849,10849,1963
10850,10850,10850,10850,10850,10850,10850,1964
10851,10851,10851,10851,10851,10851,10851,1965
10852,10852,10852,10852,10852,10852,10852,1966
10854,10854,10854,10854,10854,10854,10854,1967
10858,10858,10858,10858,10858,10858,10858,1968
10861,10861,10861,10861,10861,10861,10861,1969
10863,10863,10863,10863,10863,10863,10863,1970
10866,10866,10866,10866,10866,10866,10866,1971
10868,10868,10868,10868,10868,10868,10868,1972
10874,10874,10874,10874,10874,10874,10874,1973
10888,10888,10888,10888,10888,10888,10888,1974
10890,10890,10890,10890,10890,10890,10890,1975
10895,10895,10895,10895,10895,10895,10895,1976
10899,10899,10899,10899,10899,10899,10899,1977
10901,10901,10901,10901,10901,10901,10901,1978
10906,10906,10906,10906,10906,10906,10906,1979
10917,10917,10917,10917,10917,10917,10917,1980
10920,10920,10920,10920,10920,10920,10920,1981
10924,10924,10924,10924,10924,10924,10924,1982
10925,10925,10925,10925,10925,10925,10925,1983
10926,10926,10926,10926,10926,10926,10926,1984
10927,10927,10927,10927,10927,10927,10927,1985
10937,10937,10937,10937,10937,10937,10937,1986
10940,10940,10940,10940,10940,10940,10940,1987
10956,10956,10956,10956,10956,10956,10956,1988
10958,10958,10958,10958,10958,10958,10958,1989
10959,10959,10959,10959,10959,10959,10959,1990
10960,10960,10960,10960,10960,10960,10960,1991
10961,10961,10961,10961,10961,10961,10961,1992
10964,10964,10964,10964,10964,10964,10964,1993
10965,10965,10965,10965,10965,10965,10965,1994
10974,10974,10974,10974,10974,10974,10974,1995
10975,10975,10975,10975,10975,10975,10975,1996
10976,10976,10976,10976,10976,10976,10976,1997
10977,10977,10977,10977,10977,10977,10977,1998
10978,10978,10978,10978,10978,10978,10978,1999
10981,10981,10981,10981,10981,10981,10981,2000
10982,10982,10982,10982,10982,10982,10982,2001
10987,10987,10987,10987,10987,10987,10987,2002
10992,10992,10992,10992,10992,10992,10992,2003
10996,10996,10996,10996,10996,10996,10996,2004
11000,11000,11000,11000,11000,11000,11000,2005
11007,11007,11007,11007,11007,11007,11007,2006
11009,11009,11009,11009,11009,11009,11009,2007
11012,11012,11012,11012,11012,11012,11012,2008
11013,11013,11013,11013,11013,11013,11013,2009
11015,11015,11015,11015,11015,11015,11015,2010
11019,11019,11019,11019,11019,11019,11019,2011
11021,11021,11021,11021,11021,11021,11021,2012
11030,11030,11030,11030,11030,11030,11030,2013
11034,11034,11034,11034,11034,11034,11034,2014
11041,11041,11041,11041,11041,11041,11041,2015
11055,11055,11055,11055,11055,11055,11055,2016
11058,11058,11058,11058,11058,11058,11058,2017
11060,11060,11060,11060,11060,11060,11060,2018
11062,11062,11062,11062,11062,11062,11062,2019
11063,11063,11063,11063,11063,11063,11063,2020
11065,11065,11065,11065,11065,11065,11065,2021
11071,11071,11071,11071,11071,11071,11071,2022
11076,11076,11076,11076,11076,11076,11076,2023
11077,11077,11077,11077,11077,11077,11077,2024
11091,11091,11091,11091,11091,11091,11091,2025
11095,11095,11095,11095,11095,11095,11095,2026
11096,11096,11096,11096,11096,11096,11096,2027
11097,11097,11097,11097,11097,11097,11097,2028
11098,11098,11098,11098,11098,11098,11098,2029
11099,11099,11099,11099,11099,11099,11099,2030
11100,11100,11100,11100,11100,11100,11100,2031
11101,11101,11101,11101,11101,11101,11101,2032
11102,11102,11102,11102,11102,11102,11102,2033
11104,11104,11104,11104,11104,11104,11104,2034
11105,11105,11105,11105,11105,11105,11105,2035
11110,11110,11110,11110,11110,11110,11110,2036
11123,11123,11123,11123,11123,11123,11123,2037
11127,11127,11127,11127,11127,11127,11127,2038
11128,11128,11128,11128,11128,11128,11128,2039
11131,11131,11131,11131,11131,11131,11131,2040
11133,11133,11133,11133,11133,11133,11133,2041
11136,11136,11136,11136,11136,11136,11136,2042
11138,11138,11138,11138,11138,11138,11138,2043
11141,11141,11141,11141,11141,11141,11141,2044
11142,11142,11142,11142,11142,11142,11142,2045
11144,11144,11144,11144,11144,11144,11144,2046
11149,11149,11149,11149,11149,11149,11149,2047
11165,11165,11165,11165,11165,11165,11165,2048
11172,11172,11172,11172,11172,11172,11172,2049
11180,11180,11180,11180,11180,11180,11180,2050
11182,11182,11182,11182,11182,11182,11182,2051
11185,11185,11185,11185,11185,11185,11185,2052
11196,11196,11196,11196,11196,11196,11196,2053
11232,11232,11232,11232,11232,11232,11232,2054
11236,11236,11236,11236,11236,11236,11236,2055
11311,11311,11311,11311,11311,11311,11311,2056
11333,11333,11333,11333,11333,11333,11333,2057
11334,11334,11334,11334,11334,11334,11334,2058
11335,11335,11335,11335,11335,11335,11335,2059
11336,11336,11336,11336,11336,11336,11336,2060
11337,11337,11337,11337,11337,11337,11337,2061
11342,11342,11342,11342,11342,11342,11342,2062
11344,11344,11344,11344,11344,11344,11344,2063
11348,11348,11348,11348,11348,11348,11348,2064
11349,11349,11349,11349,11349,11349,11349,2065
11350,11350,11350,11350,11350,11350,11350,2066
11358,11358,11358,11358,11358,11358,11358,2067
11359,11359,11359,11359,11359,11359,11359,2068
11360,11360,11360,11360,11360,11360,11360,2069
11361,11361,11361,11361,11361,11361,11361,2070
11362,11362,11362,11362,11362,11362,11362,2071
11363,11363,11363,11363,11363,11363,11363,2072
11364,11364,11364,11364,11364,11364,11364,2073
11367,11367,11367,11367,11367,11367,11367,2074
11368,11368,11368,11368,11368,11368,11368,2075
11369,11369,11369,11369,11369,11369,11369,2076
11370,11370,11370,11370,11370,11370,11370,2077
11372,11372,11372,11372,11372,11372,11372,2078
11373,11373,11373,11373,11373,11373,11373,2079
11376,11376,11376,11376,11376,11376,11376,2080
11378,11378,11378,11378,11378,11378,11378,2081
11380,11380,11380,11380,11380,11380,11380,2082
11381,11381,11381,11381,11381,11381,11381,2083
11383,11383,11383,11383,11383,11383,11383,2084
11388,11388,11388,11388,11388,11388,11388,2085
11396,11396,11396,11396,11396,11396,11396,2086
11403,11403,11403,11403,11403,11403,11403,2087
11408,11408,11408,11408,11408,11408,11408,2088
11412,11412,11412,11412,11412,11412,11412,2089
11416,11416,11416,11416,11416,11416,11416,2090
11420,11420,11420,11420,11420,11420,11420,2091
11423,11423,11423,11423,11423,11423,11423,2092
11441,11441,11441,11441,11441,11441,11441,2093
11451,11451,11451,11451,11451,11451,11451,2094
11463,11463,11463,11463,11463,11463,11463,2095
11464,11464,11464,11464,11464,11464,11464,2096
11465,11465,11465,11465,11465,11465,11465,2097
11466,11466,11466,11466,11466,11466,11466,2098
11467,11467,11467,11467,11467,11467,11467,2099
11468,11468,11468,11468,11468,11468,11468,2100
11469,11469,11469,11469,11469,11469,11469,2101
11471,11471,11471,11471,11471,11471,11471,2102
11472,11472,11472,11472,11472,11472,11472,2103
11473,11473,11473,11473,11473,11473,11473,2104
11474,11474,11474,11474,11474,11474,11474,2105
11475,11475,11475,11475,11475,11475,11475,2106
11477,11477,11477,11477,11477,11477,11477,2107
11484,11484,11484,11484,11484,11484,11484,2108
11517,11517,11517,11517,11517,11517,11517,2109
11518,11518,11518,11518,11518,11518,11518,2110
11519,11519,11519,11519,11519,11519,11519,2111
11521,11521,11521,11521,11521,11521,11521,2112
11522,11522,11522,11522,11522,11522,11522,2113
11523,11523,11523,11523,11523,11523,11523,2114
11525,11525,11525,11525,11525,11525,11525,2115
11528,11528,11528,11528,11528,11528,11528,2116
11538,11538,11538,11538,11538,11538,11538,2117
11542,11542,11542,11542,11542,11542,11542,2118
11549,11549,11549,11549,11549,11549,11549,2119
11555,11555,11555,11555,11555,11555,11555,2120
11557,11557,11557,11557,11557,11557,11557,2121
11561,11561,11561,11561,11561,11561,11561,2122
11562,11562,11562,11562,11562,11562,11562,2123
11584,11584,11584,11584,11584,11584,11584,2124
11590,11590,11590,11590,11590,11590,11590,2125
11612,11612,11612,11612,11612,11612,11612,2126
11613,11613,11613,11613,11613,11613,11613,2127
11617,11617,11617,11617,11617,11617,11617,2128
11618,11618,11618,11618,11618,11618,11618,2129
11623,11623,11623,11623,11623,11623,11623,2130
11626,11626,11626,11626,11626,11626,11626,2131
11628,11628,11628,11628,11628,11628,11628,2132
11630,11630,11630,11630,11630,11630,11630,2133
11631,11631,11631,11631,11631,11631,11631,2134
11632,11632,11632,11632,11632,11632,11632,2135
11633,11633,11633,11633,11633,11633,11633,2136
11634,11634,11634,11634,11634,11634,11634,2137
11635,11635,11635,11635,11635,11635,11635,2138
11640,11640,11640,11640,11640,11640,11640,2139
11641,11641,11641,11641,11641,11641,11641,2140
11670,11670,11670,11670,11670,11670,11670,2141
11674,11674,11674,11674,11674,11674,11674,2142
11676,11676,11676,11676,11676,11676,11676,2143
11690,11690,11690,11690,11690,11690,11690,2144
11697,11697,11697,11697,11697,11697,11697,2145
11698,11698,11698,11698,11698,11698,11698,2146
11700,11700,11700,11700,11700,11700,11700,2147
11702,11702,11702,11702,11702,11702,11702,2148
11718,11718,11718,11718,11718,11718,11718,2149
11724,11724,11724,11724,11724,11724,11724,2150
11727,11727,11727,11727,11727,11727,11727,2151
11730,11730,11730,11730,11730,11730,11730,2152
11731,11731,11731,11731,11731,11731,11731,2153
11735,11735,11735,11735,11735,11735,11735,2154
11757,11757,11757,11757,11757,11757,11757,2155
11759,11759,11759,11759,11759,11759,11759,2156
11763,11763,11763,11763,11763,11763,11763,2157
11765,11765,11765,11765,11765,11765,11765,2158
11767,11767,11767,11767,11767,11767,11767,2159
11769,11769,11769,11769,11769,11769,11769,2160
11771,11771,11771,11771,11771,11771,11771,2161
11775,11775,11775,11775,11775,11775,11775,2162
11783,11783,11783,11783,11783,11783,11783,2163
11784,11784,11784,11784,11784,11784,11784,2164
11785,11785,11785,11785,11785,11785,11785,2165
11786,11786,11786,11786,11786,11786,11786,2166
11788,11788,11788,11788,11788,11788,11788,2167
11789,11789,11789,11789,11789,11789,11789,2168
11790,11790,11790,11790,11790,11790,11790,2169
11792,11792,11792,11792,11792,11792,11792,2170
11794,11794,11794,11794,11794,11794,11794,2171
11795,11795,11795,11795,11795,11795,11795,2172
11796,11796,11796,11796,11796,11796,11796,2173
11797,11797,11797,11797,11797,11797,11797,2174
11798,11798,11798,11798,11798,11798,11798,2175
11799,11799,11799,11799,11799,11799,11799,2176
11801,11801,11801,11801,11801,11801,11801,2177
11802,11802,11802,11802,11802,11802,11802,2178
11803,11803,11803,11803,11803,11803,11803,2179
11804,11804,11804,11804,11804,11804,11804,2180
11805,11805,11805,11805,11805,11805,11805,2181
11806,11806,11806,11806,11806,11806,11806,2182
11807,11807,11807,11807,11807,11807,11807,2183
11808,11808,11808,11808,11808,11808,11808,2184
11809,11809,11809,11809,11809,11809,11809,2185
11810,11810,11810,11810,11810,11810,11810,2186
11811,11811,11811,11811,11811,11811,11811,2187
11812,11812,11812,11812,11812,11812,11812,2188
11813,11813,11813,11813,11813,11813,11813,2189
11814,11814,11814,11814,11814,11814,11814,2190
11815,11815,11815,11815,11815,11815,11815,2191
11816,11816,11816,11816,11816,11816,11816,2192
11817,11817,11817,11817,11817,11817,11817,2193
11818,11818,11818,11818,11818,11818,11818,2194
11819,11819,11819,11819,11819,11819,11819,2195
11820,11820,11820,11820,11820,11820,11820,2196
11821,11821,11821,11821,11821,11821,11821,2197
11822,11822,11822,11822,11822,11822,11822,2198
11823,11823,11823,11823,11823,11823,11823,2199
11824,11824,11824,11824,11824,11824,11824,2200
11826,11826,11826,11826,11826,11826,11826,2201
11827,11827,11827,11827,11827,11827,11827,2202
11828,11828,11828,11828,11828,11828,11828,2203
11831,11831,11831,11831,11831,11831,11831,2204
11832,11832,11832,11832,11832,11832,11832,2205
11833,11833,11833,11833,11833,11833,11833,2206
11835,11835,11835,11835,11835,11835,11835,2207
11836,11836,11836,11836,11836,11836,11836,2208
11837,11837,11837,11837,11837,11837,11837,2209
11838,11838,11838,11838,11838,11838,11838,2210
11839,11839,11839,11839,11839,11839,11839,2211
11840,11840,11840,11840,11840,11840,11840,2212
11841,11841,11841,11841,11841,11841,11841,2213
11844,11844,11844,11844,11844,11844,11844,2214
11845,11845,11845,11845,11845,11845,11845,2215
11846,11846,11846,11846,11846,11846,11846,2216
